"","Soort","Buffer","Overlap"
"69","reuzenberenklauw","20",0.11842504713285
"70","vijfbladige wingerd","20",0.148948073425937
"71","struikaster","20",0.301570254829441
"72","hemelboom","20",0.0532971774485729
"73","Canadese gans","20",0.267359125787181
"74","smalle waterpest","20",0.377360194909471
"75","watercrassula","20",0.364868318573921
"76","late guldenroede","20",0.179198172348567
"77","Canadese guldenroede","20",0.221277713652184
"78","grote waternavel","20",0.153874432859007
"79","sneeuwbes","20",0.160055508117914
"80","verspreidbladige waterpest","20",0.152744155436458
"81","zonnebaars","20",0.366726316223339
"82","muskusrat","20",0.147380081250245
"83","rosse stekelstaart","20",0.143941841937419
"84","parelvederkruid","20",0.348102964811436
"85","Chinese muntjak","20",0.0793984997499461
"86","Japans hoefblad","20",0.0614848868619316
"87","Amerikaanse hondsvis","20",0.691994368667418
"88","Siberische grondeekhoorn","20",0.551560827295645
"89","blauwbandgrondel","20",0.222751798161838
"90","lettersierschildpad","20",0.256610749995058
"91","smalle olijfwilg","20",0.360951582938931
"92","Amerikaanse nerts","20",0.222868824727116
"93","zwartbekgrondel","20",0.117255222858572
"94","Chinese prachtslang","20",0.00374417917716114
"95","gevlekte Amerikaanse rivierkreeft","20",0.203878662758579
"96","Amerikaanse stierkikker","20",0.488285051165669
"97","beverrat","20",0.593648469222117
"98","moerashyacint","20",0.431739982741044
"99","valse wingerd","20",0.141361408667993
"100","Afghaanse duizendknoop","20",0.31251065589195
"101","wasbeer","20",0.340702086190808
"102","grote waterteunisbloem","20",0.246488307060075
"103","gele maskerbloem","20",0.215414963075062
"104","rode Amerikaanse rivierkreeft","20",0.0528516287188489
"105","marmergrondel","20",0.15490840872467
"106","kleine waterteunisbloem","20",0.0262751689549382
"107","egeria","20",0.0753119116157503
"108","ongelijkbladig vederkruid","20",0.252090811144615
"109","zijdeplant","20",0.0934383109746557
"110","gestreepte Amerikaanse rivierkreeft","20",0.418650864133406
"111","Kaapse waterlelie","20",0.0313860494145798
"112","watersla","20",0.298458007082954
"113","moerasaronskelk","20",0.162336169674133
"114","waterwaaier","20",0.0371123781586762
"115","Chinese moerasslak","20",0.756599212863281
"116","waterhyacint","20",0.357142857142867
"117","Aziatische hoornaar (soort)","20",0.0226007078664676
"118","Leidse plant","20",0.330721456713504
"119","moerasanemoon","20",0.0907033474283723
"120","sikahert","20",0.687411737124632
"121","Chinese wolhandkrab","30",0.243008589275333
"122","heilige ibis","30",0.343799735663789
"123","nijlgans","30",0.192724810854775
"124","invasieve duizendknopen","30",0.122261733833676
"125","reuzenbalsemien","30",0.293168003493572
"126","boksdoorn","30",0.513295298459059
"127","rimpelroos","30",0.282914264037253
"128","mahonie","30",0.235570460242009
"129","reuzenberenklauw","30",0.119107681617562
"130","vijfbladige wingerd","30",0.151850213355349
"131","struikaster","30",0.305523567126416
"132","hemelboom","30",0.0522557136047103
"133","Canadese gans","30",0.258825488660217
"134","smalle waterpest","30",0.373673804558867
"135","watercrassula","30",0.354910201138998
"136","late guldenroede","30",0.175952315766557
"137","Canadese guldenroede","30",0.221690935379988
"138","grote waternavel","30",0.15521326645638
"139","sneeuwbes","30",0.153811050808371
"140","verspreidbladige waterpest","30",0.1569026397604
"141","zonnebaars","30",0.36195567916015
"142","muskusrat","30",0.139556005085469
"143","rosse stekelstaart","30",0.153489469698042
"144","parelvederkruid","30",0.338755746816814
"145","Chinese muntjak","30",0.0758487574250479
"146","Japans hoefblad","30",0.0581481573848168
"147","Amerikaanse hondsvis","30",0.680251163204391
"148","Siberische grondeekhoorn","30",0.59316701448159
"149","blauwbandgrondel","30",0.223914334841083
"150","lettersierschildpad","30",0.251073006870849
"151","smalle olijfwilg","30",0.341121309360723
"152","Amerikaanse nerts","30",0.211944990458176
"153","zwartbekgrondel","30",0.1133735202397
"154","Chinese prachtslang","30",0.00527559941737001
"155","gevlekte Amerikaanse rivierkreeft","30",0.205609155021935
"156","Amerikaanse stierkikker","30",0.488979928951239
"157","beverrat","30",0.581463788024023
"158","moerashyacint","30",0.422524024221702
"159","valse wingerd","30",0.138475952867522
"160","Afghaanse duizendknoop","30",0.307866923367433
"161","wasbeer","30",0.33834194649575
"162","grote waterteunisbloem","30",0.241584524949506
"163","gele maskerbloem","30",0.210455553264132
"164","rode Amerikaanse rivierkreeft","30",0.056705432826816
"165","marmergrondel","30",0.159248142418854
"166","kleine waterteunisbloem","30",0.0325771550557348
"167","egeria","30",0.0716946240796276
"168","ongelijkbladig vederkruid","30",0.243861095502858
"169","zijdeplant","30",0.0963891384078766
"170","gestreepte Amerikaanse rivierkreeft","30",0.427084290307133
"171","Kaapse waterlelie","30",0.0360143142271438
"172","watersla","30",0.301438753466165
"173","Kesslergrondel","30",0.000696928222339559
"174","moerasaronskelk","30",0.158445081890686
"175","waterwaaier","30",0.0385635641507584
"176","Chinese moerasslak","30",0.754441495704911
"177","waterhyacint","30",0.357142857142794
"178","Aziatische hoornaar (soort)","30",0.0231102630980159
"179","Leidse plant","30",0.293560189211715
"180","moerasanemoon","30",0.0866107622316229
"181","sikahert","30",0.680483916002796
"182","Chinese wolhandkrab","40",0.240526645953889
"183","heilige ibis","40",0.348872552553987
"184","nijlgans","40",0.184377565391395
"185","invasieve duizendknopen","40",0.122717170978737
"186","reuzenbalsemien","40",0.283657095393061
"187","boksdoorn","40",0.486983059061215
"188","rimpelroos","40",0.255335825358347
"189","mahonie","40",0.204818038924521
"190","reuzenberenklauw","40",0.120199280769367
"191","vijfbladige wingerd","40",0.154110663440747
"192","struikaster","40",0.308419314651749
"193","hemelboom","40",0.0520265049772858
"194","Canadese gans","40",0.250671596078873
"195","smalle waterpest","40",0.369349723397231
"196","watercrassula","40",0.347447423808113
"197","late guldenroede","40",0.173469199887782
"198","Canadese guldenroede","40",0.221857859560971
"199","grote waternavel","40",0.15536996596799
"200","sneeuwbes","40",0.150027870450743
"201","verspreidbladige waterpest","40",0.161372905622375
"202","zonnebaars","40",0.359145090248039
"203","muskusrat","40",0.132689918268306
"204","rosse stekelstaart","40",0.162207034383577
"205","parelvederkruid","40",0.331649265997389
"206","Chinese muntjak","40",0.0731907406678843
"207","Japans hoefblad","40",0.054437239127744
"208","Amerikaanse hondsvis","40",0.675362418813506
"209","Siberische grondeekhoorn","40",0.620674789061667
"210","blauwbandgrondel","40",0.225674252342472
"211","lettersierschildpad","40",0.246684882855374
"212","smalle olijfwilg","40",0.32126554444125
"213","Amerikaanse nerts","40",0.206057832259247
"214","zwartbekgrondel","40",0.111650473566492
"215","Chinese prachtslang","40",0.00649012688422989
"216","gevlekte Amerikaanse rivierkreeft","40",0.205966242939034
"217","Amerikaanse stierkikker","40",0.485999081449939
"218","beverrat","40",0.56664695166855
"219","moerashyacint","40",0.415252944656197
"220","valse wingerd","40",0.136873213118452
"221","Afghaanse duizendknoop","40",0.302208601470258
"222","wasbeer","40",0.339246382387859
"223","grote waterteunisbloem","40",0.238614412150088
"224","gele maskerbloem","40",0.206180043684563
"225","rode Amerikaanse rivierkreeft","40",0.0588439345273039
"226","marmergrondel","40",0.164217317846778
"227","kleine waterteunisbloem","40",0.0383850360035125
"228","egeria","40",0.0678680507066442
"229","ongelijkbladig vederkruid","40",0.237301946192232
"230","zijdeplant","40",0.0955255108921122
"231","gestreepte Amerikaanse rivierkreeft","40",0.431246710198436
"232","Kaapse waterlelie","40",0.0395506227243633
"233","watersla","40",0.303712020360889
"234","Kesslergrondel","40",0.00448575753450826
"235","moerasaronskelk","40",0.155659661303812
"236","waterwaaier","40",0.0393435045884137
"237","Chinese moerasslak","40",0.753346757875856
"238","waterhyacint","40",0.357142857142845
"239","Aziatische hoornaar (soort)","40",0.0236629902495307
"240","Leidse plant","40",0.270907229142019
"241","treurmaina","40",0.0141215627200918
"242","moerasanemoon","40",0.084416716116469
"243","Turkse rivierkreeft","40",0.00445302181250966
"244","sikahert","40",0.667879603949124
"245","Chinese wolhandkrab","50",0.238776398539943
"246","heilige ibis","50",0.350464176600781
"247","nijlgans","50",0.177284456978812
"248","invasieve duizendknopen","50",0.123140505364405
"249","reuzenbalsemien","50",0.27522173418897
"250","boksdoorn","50",0.463797682370426
"251","rimpelroos","50",0.234854232321513
"252","mahonie","50",0.183306640783047
"253","reuzenberenklauw","50",0.121085751164518
"254","vijfbladige wingerd","50",0.154026551629832
"255","struikaster","50",0.310206157111
"256","hemelboom","50",0.0518074021091352
"257","Canadese gans","50",0.242651656555695
"258","smalle waterpest","50",0.365922992036082
"259","watercrassula","50",0.34122397384105
"260","late guldenroede","50",0.17155641984208
"261","Canadese guldenroede","50",0.221388844321068
"262","grote waternavel","50",0.154762087852236
"263","sneeuwbes","50",0.147254238343309
"264","verspreidbladige waterpest","50",0.163764856866782
"265","zonnebaars","50",0.357219737098811
"266","muskusrat","50",0.126706755835203
"267","rosse stekelstaart","50",0.170010015538727
"268","parelvederkruid","50",0.326214822544379
"269","Chinese muntjak","50",0.0710122491083325
"270","Japans hoefblad","50",0.0523508837860969
"271","Amerikaanse hondsvis","50",0.674281248634541
"272","Siberische grondeekhoorn","50",0.643757138211339
"273","blauwbandgrondel","50",0.226996917583003
"274","lettersierschildpad","50",0.242927915075275
"275","smalle olijfwilg","50",0.303600924334346
"276","Amerikaanse nerts","50",0.20429084354571
"277","zwartbekgrondel","50",0.110517786873459
"278","Chinese prachtslang","50",0.00758779692860539
"279","gevlekte Amerikaanse rivierkreeft","50",0.205688558652092
"280","Amerikaanse stierkikker","50",0.481882602445369
"281","beverrat","50",0.551595131062543
"282","moerashyacint","50",0.408953882421808
"283","valse wingerd","50",0.136342331523142
"284","Afghaanse duizendknoop","50",0.296218074758469
"285","wasbeer","50",0.341626927660767
"286","grote waterteunisbloem","50",0.2372486553551
"287","gele maskerbloem","50",0.202713111034432
"288","rode Amerikaanse rivierkreeft","50",0.0601232690869968
"289","marmergrondel","50",0.167600468104005
"290","kleine waterteunisbloem","50",0.0435857348976301
"291","egeria","50",0.0655911987711362
"292","ongelijkbladig vederkruid","50",0.232433214711876
"293","zijdeplant","50",0.0932827300195139
"294","gestreepte Amerikaanse rivierkreeft","50",0.433537353530675
"295","Kaapse waterlelie","50",0.0422869954342153
"296","watersla","50",0.304823406179291
"297","Kesslergrondel","50",0.00741405073631357
"298","moerasaronskelk","50",0.153320773895824
"299","waterwaaier","50",0.0441605658615904
"300","Chinese moerasslak","50",0.75268486543007
"301","waterhyacint","50",0.357142857142915
"302","Aziatische hoornaar (soort)","50",0.0243439189740415
"303","Leidse plant","50",0.25962408910152
"304","treurmaina","50",0.0317296606091179
"305","moerasanemoon","50",0.0830831296262583
"306","Turkse rivierkreeft","50",0.0146629505931107
"307","sikahert","50",0.652303113362459
"308","Chinese wolhandkrab","100",0.23645756684007
"309","heilige ibis","100",0.353213508630369
"310","nijlgans","100",0.152870112335574
"311","invasieve duizendknopen","100",0.123420668419555
"312","reuzenbalsemien","100",0.241293617990694
"313","boksdoorn","100",0.369732851204894
"314","rimpelroos","100",0.176059087823371
"315","mahonie","100",0.131780704180263
"316","reuzenberenklauw","100",0.124293712902136
"317","vijfbladige wingerd","100",0.147337605690102
"318","struikaster","100",0.307038902430061
"319","hemelboom","100",0.0513332554879769
"320","Canadese gans","100",0.208421674000381
"321","smalle waterpest","100",0.353265333172305
"322","watercrassula","100",0.318885487948131
"323","late guldenroede","100",0.164352205750442
"324","Canadese guldenroede","100",0.2186051221594
"325","grote waternavel","100",0.152414080385745
"326","sneeuwbes","100",0.140828625535272
"327","verspreidbladige waterpest","100",0.167209228077061
"328","zonnebaars","100",0.351086485686151
"329","muskusrat","100",0.105863089881976
"330","rosse stekelstaart","100",0.18388557872176
"331","parelvederkruid","100",0.305237745763994
"332","Chinese muntjak","100",0.0684120086107876
"333","Japans hoefblad","100",0.0524146038484092
"334","Amerikaanse hondsvis","100",0.67294774861004
"335","Siberische grondeekhoorn","100",0.680303982670154
"336","blauwbandgrondel","100",0.231374697241754
"337","lettersierschildpad","100",0.228560412157198
"338","smalle olijfwilg","100",0.252650333346797
"339","Amerikaanse nerts","100",0.198454998194769
"340","zwartbekgrondel","100",0.110570437238632
"341","Chinese prachtslang","100",0.010924179971493
"342","gevlekte Amerikaanse rivierkreeft","100",0.208248618889954
"343","Amerikaanse stierkikker","100",0.454646016315985
"344","beverrat","100",0.48830302382549
"345","moerashyacint","100",0.381592281222326
"346","valse wingerd","100",0.133562889926912
"347","Afghaanse duizendknoop","100",0.289122946156729
"348","wasbeer","100",0.34909709573774
"349","grote waterteunisbloem","100",0.225962166595801
"350","gele maskerbloem","100",0.192400367448502
"351","rode Amerikaanse rivierkreeft","100",0.0676405743678473
"352","marmergrondel","100",0.172738853546276
"353","kleine waterteunisbloem","100",0.0636917257488896
"354","egeria","100",0.0639556968866082
"355","ongelijkbladig vederkruid","100",0.21186019378842
"356","zijdeplant","100",0.0876117844751465
"357","gestreepte Amerikaanse rivierkreeft","100",0.420866412003584
"358","Kaapse waterlelie","100",0.0432212917872047
"359","watersla","100",0.301125468495863
"360","Kesslergrondel","100",0.0141779105051823
"361","moerasaronskelk","100",0.150482803771623
"362","waterwaaier","100",0.073853555912568
"363","Chinese moerasslak","100",0.7472053229061
"364","waterhyacint","100",0.355791563044842
"365","Aziatische hoornaar (soort)","100",0.0284163826403936
"366","Leidse plant","100",0.242930286369681
"367","treurmaina","100",0.0756531561566034
"368","moerasanemoon","100",0.0742349545223352
"369","Turkse rivierkreeft","100",0.0425007993613303
"370","sikahert","100",0.584046943166745
"371","Chinese wolhandkrab","150",0.234242376466399
"372","heilige ibis","150",0.349963488197414
"373","nijlgans","150",0.137711293409508
"374","invasieve duizendknopen","150",0.122666096724744
"375","reuzenbalsemien","150",0.21604064810979
"376","boksdoorn","150",0.307696570725447
"377","rimpelroos","150",0.147257020474906
"378","mahonie","150",0.111193208272132
"379","reuzenberenklauw","150",0.124158750286741
"380","vijfbladige wingerd","150",0.135877365980842
"381","struikaster","150",0.289991295668366
"382","hemelboom","150",0.0524758498357134
"383","Canadese gans","150",0.184181383125321
"384","smalle waterpest","150",0.341115951109677
"385","watercrassula","150",0.301417343537544
"386","late guldenroede","150",0.157705801428286
"387","Canadese guldenroede","150",0.213550219024863
"388","grote waternavel","150",0.147014486926788
"389","sneeuwbes","150",0.137669060395988
"390","verspreidbladige waterpest","150",0.166882602676473
"391","zonnebaars","150",0.343693696443219
"392","muskusrat","150",0.0936953941697972
"393","rosse stekelstaart","150",0.185391166343402
"394","parelvederkruid","150",0.291307471071408
"395","Chinese muntjak","150",0.0679420710583354
"396","Japans hoefblad","150",0.0553504159259722
"397","Amerikaanse hondsvis","150",0.66112977758532
"398","Siberische grondeekhoorn","150",0.663223243935043
"399","blauwbandgrondel","150",0.228695950531703
"400","lettersierschildpad","150",0.217987681347285
"401","smalle olijfwilg","150",0.223748210042873
"402","Amerikaanse nerts","150",0.189341853791657
"403","zwartbekgrondel","150",0.111658262638012
"404","Chinese prachtslang","150",0.0131047147804948
"405","gevlekte Amerikaanse rivierkreeft","150",0.20812872939465
"406","Amerikaanse stierkikker","150",0.415318800583502
"407","beverrat","150",0.435531317203631
"408","moerashyacint","150",0.36383471917574
"409","valse wingerd","150",0.130050482728585
"410","Afghaanse duizendknoop","150",0.276695689132844
"411","wasbeer","150",0.33933870805581
"412","grote waterteunisbloem","150",0.214297856976656
"413","gele maskerbloem","150",0.186668142714513
"414","rode Amerikaanse rivierkreeft","150",0.0721320391353359
"415","marmergrondel","150",0.174056487912807
"416","kleine waterteunisbloem","150",0.0785119792998832
"417","egeria","150",0.0660919010743111
"418","ongelijkbladig vederkruid","150",0.199665700801361
"419","zijdeplant","150",0.0848615364913942
"420","gestreepte Amerikaanse rivierkreeft","150",0.398799387837529
"421","Kaapse waterlelie","150",0.0423271294568083
"422","watersla","150",0.297525338268585
"423","Kesslergrondel","150",0.0152612000698073
"424","moerasaronskelk","150",0.149386742039167
"425","waterwaaier","150",0.0924729172916648
"426","Chinese moerasslak","150",0.713195782401992
"427","waterhyacint","150",0.345135999376751
"428","Aziatische hoornaar (soort)","150",0.0325234415150102
"429","Leidse plant","150",0.242748121553356
"430","treurmaina","150",0.0917723071823144
"431","moerasanemoon","150",0.0711598486105358
"432","Turkse rivierkreeft","150",0.0535957650852299
"433","sikahert","150",0.525510767106161
"434","Chinese wolhandkrab","200",0.231859012622637
"435","heilige ibis","200",0.339901466374338
"436","nijlgans","200",0.126854396919625
"437","invasieve duizendknopen","200",0.120789266286364
"438","reuzenbalsemien","200",0.195510973191356
"439","boksdoorn","200",0.267226689642212
"440","rimpelroos","200",0.129234661594476
"441","mahonie","200",0.100158374081546
"442","reuzenberenklauw","200",0.122199967745159
"443","vijfbladige wingerd","200",0.127643782836263
"444","struikaster","200",0.273348741303424
"445","hemelboom","200",0.0543112078069202
"446","Canadese gans","200",0.166188721389926
"447","smalle waterpest","200",0.326660074584067
"448","watercrassula","200",0.286339793739692
"449","late guldenroede","200",0.151589745418275
"450","Canadese guldenroede","200",0.20692621992468
"451","grote waternavel","200",0.141986424696611
"452","sneeuwbes","200",0.134468379925744
"453","verspreidbladige waterpest","200",0.158973223376875
"454","zonnebaars","200",0.332944147579442
"455","muskusrat","200",0.0855777345515656
"456","rosse stekelstaart","200",0.18039974173895
"457","parelvederkruid","200",0.279527466551498
"458","Chinese muntjak","200",0.0695696341035516
"459","Japans hoefblad","200",0.0581328204171344
"460","Amerikaanse hondsvis","200",0.643260631024154
"461","Siberische grondeekhoorn","200",0.639412104061513
"462","blauwbandgrondel","200",0.222101827599314
"463","lettersierschildpad","200",0.208271860501405
"464","smalle olijfwilg","200",0.20252418811878
"465","Amerikaanse nerts","200",0.188487248446199
"466","zwartbekgrondel","200",0.110354771356047
"467","Chinese prachtslang","200",0.0145530267482531
"468","gevlekte Amerikaanse rivierkreeft","200",0.204710120806409
"469","Amerikaanse stierkikker","200",0.37386666354305
"470","beverrat","200",0.398305293372919
"471","moerashyacint","200",0.346116452322795
"472","valse wingerd","200",0.128134380453226
"473","Afghaanse duizendknoop","200",0.264465889226564
"474","wasbeer","200",0.325834543250683
"475","grote waterteunisbloem","200",0.204420852645703
"476","gele maskerbloem","200",0.178933866957793
"477","rode Amerikaanse rivierkreeft","200",0.0728439607225109
"478","marmergrondel","200",0.17568821763124
"479","kleine waterteunisbloem","200",0.09044027230518
"480","egeria","200",0.0617012455178875
"481","ongelijkbladig vederkruid","200",0.191987479055117
"482","zijdeplant","200",0.0838498932041087
"483","gestreepte Amerikaanse rivierkreeft","200",0.384733471365371
"484","Kaapse waterlelie","200",0.0466145846727357
"485","watersla","200",0.295418847296277
"486","Kesslergrondel","200",0.0144132240938863
"487","moerasaronskelk","200",0.148074285728153
"488","waterwaaier","200",0.108544027730668
"489","Chinese moerasslak","200",0.662723277636275
"490","waterhyacint","200",0.326765940291973
"491","Aziatische hoornaar (soort)","200",0.0366293152646749
"492","Leidse plant","200",0.243134289965792
"493","treurmaina","200",0.0995496258824926
"494","moerasanemoon","200",0.0664612296894138
"495","Turkse rivierkreeft","200",0.0595684022775629
"496","sikahert","200",0.479154780256192
"497","Chinese wolhandkrab","250",0.227660750912943
"498","heilige ibis","250",0.326633632927063
"499","nijlgans","250",0.118497903134747
"500","invasieve duizendknopen","250",0.118339225384241
"501","reuzenbalsemien","250",0.178558331342538
"502","boksdoorn","250",0.236807167843463
"503","rimpelroos","250",0.117285857695558
"504","mahonie","250",0.0939830899129642
"505","reuzenberenklauw","250",0.1193998466767
"506","vijfbladige wingerd","250",0.121361769918037
"507","struikaster","250",0.259375748127717
"508","hemelboom","250",0.0565211419310738
"509","Canadese gans","250",0.151919333501983
"510","smalle waterpest","250",0.311761661261811
"511","watercrassula","250",0.273848064855577
"512","late guldenroede","250",0.146329824566436
"513","Canadese guldenroede","250",0.199139373904294
"514","grote waternavel","250",0.138111671329985
"515","sneeuwbes","250",0.130951338131675
"516","verspreidbladige waterpest","250",0.148573057559069
"517","zonnebaars","250",0.321083686031619
"518","muskusrat","250",0.0796882719804107
"519","rosse stekelstaart","250",0.174917556380614
"520","parelvederkruid","250",0.268319966858964
"521","Chinese muntjak","250",0.0715990231995126
"522","Japans hoefblad","250",0.0601296224323573
"523","Amerikaanse hondsvis","250",0.622077675222805
"524","Siberische grondeekhoorn","250",0.614134688585301
"525","blauwbandgrondel","250",0.214009839023408
"526","lettersierschildpad","250",0.19905087800259
"527","smalle olijfwilg","250",0.187213585957282
"528","Amerikaanse nerts","250",0.189810582387036
"529","zwartbekgrondel","250",0.107969638482696
"530","Chinese prachtslang","250",0.0160294832511501
"531","gevlekte Amerikaanse rivierkreeft","250",0.19966307736573
"532","Amerikaanse stierkikker","250",0.338313840162376
"533","beverrat","250",0.373015985549458
"534","moerashyacint","250",0.328152678628664
"535","valse wingerd","250",0.125806867627814
"536","Afghaanse duizendknoop","250",0.255167355651504
"537","wasbeer","250",0.315899378015575
"538","grote waterteunisbloem","250",0.196646314492827
"539","gele maskerbloem","250",0.170349352000262
"540","rode Amerikaanse rivierkreeft","250",0.0730911123281743
"541","marmergrondel","250",0.174387322175054
"542","kleine waterteunisbloem","250",0.100814745115736
"543","egeria","250",0.0579824292431658
"544","ongelijkbladig vederkruid","250",0.185336447338423
"545","zijdeplant","250",0.0840783054979384
"546","gestreepte Amerikaanse rivierkreeft","250",0.375304135463605
"547","Kaapse waterlelie","250",0.0482925010071546
"548","watersla","250",0.294451671750569
"549","Kesslergrondel","250",0.0134397418541308
"550","moerasaronskelk","250",0.14404567250302
"551","waterwaaier","250",0.123117839602088
"552","Chinese moerasslak","250",0.621230187656325
"553","waterhyacint","250",0.310475426515795
"554","Aziatische hoornaar (soort)","250",0.0402194729466831
"555","Leidse plant","250",0.245327649665404
"556","treurmaina","250",0.104149677846285
"557","moerasanemoon","250",0.0616975499026961
"558","Turkse rivierkreeft","250",0.0639404072009297
"559","sikahert","250",0.44037001938913
