CELLCODE	EOFORIGIN	NOFORIGIN	geometry	natura2000	spa	habitat
1kmE3799N3087	3799000	3087000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3087000, 3088000, 3088000, 3087000, 3087000))	FALSE	FALSE	FALSE
1kmE3799N3088	3799000	3088000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3088000, 3089000, 3089000, 3088000, 3088000))	FALSE	FALSE	FALSE
1kmE3799N3089	3799000	3089000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3089000, 3090000, 3090000, 3089000, 3089000))	FALSE	FALSE	FALSE
1kmE3799N3090	3799000	3090000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3090000, 3091000, 3091000, 3090000, 3090000))	FALSE	FALSE	FALSE
1kmE3799N3091	3799000	3091000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3091000, 3092000, 3092000, 3091000, 3091000))	FALSE	FALSE	FALSE
1kmE3799N3092	3799000	3092000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3092000, 3093000, 3093000, 3092000, 3092000))	FALSE	FALSE	FALSE
1kmE3799N3093	3799000	3093000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3093000, 3094000, 3094000, 3093000, 3093000))	FALSE	FALSE	FALSE
1kmE3799N3094	3799000	3094000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3094000, 3095000, 3095000, 3094000, 3094000))	FALSE	FALSE	FALSE
1kmE3799N3095	3799000	3095000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3095000, 3096000, 3096000, 3095000, 3095000))	FALSE	FALSE	FALSE
1kmE3799N3096	3799000	3096000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3096000, 3097000, 3097000, 3096000, 3096000))	FALSE	FALSE	FALSE
1kmE3799N3097	3799000	3097000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3097000, 3098000, 3098000, 3097000, 3097000))	FALSE	FALSE	FALSE
1kmE3799N3098	3799000	3098000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3098000, 3099000, 3099000, 3098000, 3098000))	FALSE	FALSE	FALSE
1kmE3799N3099	3799000	3099000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3099000, 3100000, 3100000, 3099000, 3099000))	FALSE	FALSE	FALSE
1kmE3799N3100	3799000	3100000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3100000, 3101000, 3101000, 3100000, 3100000))	FALSE	FALSE	FALSE
1kmE3799N3101	3799000	3101000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3101000, 3102000, 3102000, 3101000, 3101000))	FALSE	FALSE	FALSE
1kmE3799N3102	3799000	3102000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3102000, 3103000, 3103000, 3102000, 3102000))	FALSE	FALSE	FALSE
1kmE3799N3103	3799000	3103000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3103000, 3104000, 3104000, 3103000, 3103000))	FALSE	FALSE	FALSE
1kmE3799N3104	3799000	3104000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3104000, 3105000, 3105000, 3104000, 3104000))	FALSE	FALSE	FALSE
1kmE3799N3105	3799000	3105000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3105000, 3106000, 3106000, 3105000, 3105000))	FALSE	FALSE	FALSE
1kmE3799N3106	3799000	3106000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3106000, 3107000, 3107000, 3106000, 3106000))	FALSE	FALSE	FALSE
1kmE3799N3107	3799000	3107000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3107000, 3108000, 3108000, 3107000, 3107000))	FALSE	FALSE	FALSE
1kmE3799N3108	3799000	3108000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3108000, 3109000, 3109000, 3108000, 3108000))	FALSE	FALSE	FALSE
1kmE3799N3109	3799000	3109000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3109000, 3110000, 3110000, 3109000, 3109000))	FALSE	FALSE	FALSE
1kmE3799N3110	3799000	3110000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3110000, 3111000, 3111000, 3110000, 3110000))	FALSE	FALSE	FALSE
1kmE3799N3111	3799000	3111000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3111000, 3112000, 3112000, 3111000, 3111000))	FALSE	FALSE	FALSE
1kmE3799N3112	3799000	3112000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3112000, 3113000, 3113000, 3112000, 3112000))	FALSE	FALSE	FALSE
1kmE3799N3113	3799000	3113000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3113000, 3114000, 3114000, 3113000, 3113000))	FALSE	FALSE	FALSE
1kmE3799N3114	3799000	3114000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3114000, 3115000, 3115000, 3114000, 3114000))	FALSE	FALSE	FALSE
1kmE3799N3115	3799000	3115000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3115000, 3116000, 3116000, 3115000, 3115000))	FALSE	FALSE	FALSE
1kmE3799N3116	3799000	3116000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3116000, 3117000, 3117000, 3116000, 3116000))	FALSE	FALSE	FALSE
1kmE3799N3117	3799000	3117000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3117000, 3118000, 3118000, 3117000, 3117000))	FALSE	FALSE	FALSE
1kmE3799N3118	3799000	3118000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3118000, 3119000, 3119000, 3118000, 3118000))	FALSE	FALSE	FALSE
1kmE3799N3119	3799000	3119000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3119000, 3120000, 3120000, 3119000, 3119000))	FALSE	FALSE	FALSE
1kmE3799N3120	3799000	3120000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3120000, 3121000, 3121000, 3120000, 3120000))	FALSE	FALSE	FALSE
1kmE3799N3121	3799000	3121000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3121000, 3122000, 3122000, 3121000, 3121000))	FALSE	FALSE	FALSE
1kmE3799N3122	3799000	3122000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3122000, 3123000, 3123000, 3122000, 3122000))	FALSE	FALSE	FALSE
1kmE3799N3123	3799000	3123000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3123000, 3124000, 3124000, 3123000, 3123000))	FALSE	FALSE	FALSE
1kmE3799N3124	3799000	3124000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3124000, 3125000, 3125000, 3124000, 3124000))	FALSE	FALSE	FALSE
1kmE3799N3125	3799000	3125000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3125000, 3126000, 3126000, 3125000, 3125000))	FALSE	FALSE	FALSE
1kmE3799N3126	3799000	3126000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3126000, 3127000, 3127000, 3126000, 3126000))	FALSE	FALSE	FALSE
1kmE3799N3127	3799000	3127000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3127000, 3128000, 3128000, 3127000, 3127000))	FALSE	FALSE	FALSE
1kmE3799N3128	3799000	3128000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3128000, 3129000, 3129000, 3128000, 3128000))	FALSE	FALSE	FALSE
1kmE3799N3129	3799000	3129000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3129000, 3130000, 3130000, 3129000, 3129000))	FALSE	FALSE	FALSE
1kmE3799N3130	3799000	3130000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3130000, 3131000, 3131000, 3130000, 3130000))	FALSE	FALSE	FALSE
1kmE3799N3131	3799000	3131000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3131000, 3132000, 3132000, 3131000, 3131000))	FALSE	FALSE	FALSE
1kmE3799N3132	3799000	3132000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3132000, 3133000, 3133000, 3132000, 3132000))	FALSE	FALSE	FALSE
1kmE3799N3133	3799000	3133000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3133000, 3134000, 3134000, 3133000, 3133000))	FALSE	FALSE	FALSE
1kmE3799N3134	3799000	3134000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3134000, 3135000, 3135000, 3134000, 3134000))	TRUE	TRUE	TRUE
1kmE3799N3135	3799000	3135000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3135000, 3136000, 3136000, 3135000, 3135000))	TRUE	TRUE	TRUE
1kmE3799N3136	3799000	3136000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3136000, 3137000, 3137000, 3136000, 3136000))	TRUE	FALSE	TRUE
1kmE3799N3137	3799000	3137000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3137000, 3138000, 3138000, 3137000, 3137000))	TRUE	FALSE	TRUE
1kmE3799N3138	3799000	3138000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3138000, 3139000, 3139000, 3138000, 3138000))	TRUE	FALSE	TRUE
1kmE3799N3139	3799000	3139000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3139000, 3140000, 3140000, 3139000, 3139000))	TRUE	TRUE	TRUE
1kmE3799N3140	3799000	3140000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3140000, 3141000, 3141000, 3140000, 3140000))	TRUE	TRUE	TRUE
1kmE3799N3141	3799000	3141000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3141000, 3142000, 3142000, 3141000, 3141000))	TRUE	TRUE	TRUE
1kmE3799N3142	3799000	3142000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3142000, 3143000, 3143000, 3142000, 3142000))	TRUE	TRUE	TRUE
1kmE3799N3143	3799000	3143000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3143000, 3144000, 3144000, 3143000, 3143000))	TRUE	TRUE	TRUE
1kmE3799N3144	3799000	3144000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3144000, 3145000, 3145000, 3144000, 3144000))	TRUE	TRUE	TRUE
1kmE3799N3145	3799000	3145000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3145000, 3146000, 3146000, 3145000, 3145000))	TRUE	TRUE	TRUE
1kmE3799N3146	3799000	3146000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3146000, 3147000, 3147000, 3146000, 3146000))	TRUE	TRUE	TRUE
1kmE3799N3147	3799000	3147000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3147000, 3148000, 3148000, 3147000, 3147000))	TRUE	TRUE	TRUE
1kmE3799N3148	3799000	3148000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3148000, 3149000, 3149000, 3148000, 3148000))	TRUE	TRUE	TRUE
1kmE3799N3149	3799000	3149000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3149000, 3150000, 3150000, 3149000, 3149000))	TRUE	FALSE	TRUE
1kmE3799N3150	3799000	3150000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3150000, 3151000, 3151000, 3150000, 3150000))	TRUE	FALSE	TRUE
1kmE3799N3151	3799000	3151000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3151000, 3152000, 3152000, 3151000, 3151000))	TRUE	FALSE	TRUE
1kmE3799N3152	3799000	3152000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3152000, 3153000, 3153000, 3152000, 3152000))	TRUE	FALSE	TRUE
1kmE3799N3153	3799000	3153000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3153000, 3154000, 3154000, 3153000, 3153000))	TRUE	FALSE	TRUE
1kmE3799N3154	3799000	3154000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3154000, 3155000, 3155000, 3154000, 3154000))	TRUE	FALSE	TRUE
1kmE3799N3155	3799000	3155000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3155000, 3156000, 3156000, 3155000, 3155000))	TRUE	FALSE	TRUE
1kmE3799N3156	3799000	3156000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3156000, 3157000, 3157000, 3156000, 3156000))	TRUE	FALSE	TRUE
1kmE3799N3157	3799000	3157000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3157000, 3158000, 3158000, 3157000, 3157000))	TRUE	FALSE	TRUE
1kmE3799N3158	3799000	3158000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3158000, 3159000, 3159000, 3158000, 3158000))	TRUE	FALSE	TRUE
1kmE3799N3159	3799000	3159000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3159000, 3160000, 3160000, 3159000, 3159000))	TRUE	FALSE	TRUE
1kmE3799N3160	3799000	3160000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3160000, 3161000, 3161000, 3160000, 3160000))	TRUE	FALSE	TRUE
1kmE3799N3161	3799000	3161000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3161000, 3162000, 3162000, 3161000, 3161000))	TRUE	FALSE	TRUE
1kmE3799N3162	3799000	3162000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3162000, 3163000, 3163000, 3162000, 3162000))	TRUE	FALSE	TRUE
1kmE3799N3163	3799000	3163000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3163000, 3164000, 3164000, 3163000, 3163000))	TRUE	FALSE	TRUE
1kmE3799N3164	3799000	3164000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3164000, 3165000, 3165000, 3164000, 3164000))	TRUE	FALSE	TRUE
1kmE3799N3165	3799000	3165000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3165000, 3166000, 3166000, 3165000, 3165000))	TRUE	FALSE	TRUE
1kmE3799N3166	3799000	3166000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3166000, 3167000, 3167000, 3166000, 3166000))	TRUE	FALSE	TRUE
1kmE3799N3167	3799000	3167000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3167000, 3168000, 3168000, 3167000, 3167000))	TRUE	FALSE	TRUE
1kmE3799N3168	3799000	3168000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3168000, 3169000, 3169000, 3168000, 3168000))	TRUE	FALSE	TRUE
1kmE3799N3169	3799000	3169000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3169000, 3170000, 3170000, 3169000, 3169000))	TRUE	FALSE	TRUE
1kmE3799N3170	3799000	3170000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3170000, 3171000, 3171000, 3170000, 3170000))	TRUE	FALSE	TRUE
1kmE3799N3171	3799000	3171000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3171000, 3172000, 3172000, 3171000, 3171000))	TRUE	FALSE	TRUE
1kmE3799N3172	3799000	3172000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3172000, 3173000, 3173000, 3172000, 3172000))	TRUE	FALSE	TRUE
1kmE3799N3173	3799000	3173000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3173000, 3174000, 3174000, 3173000, 3173000))	TRUE	FALSE	TRUE
1kmE3799N3174	3799000	3174000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3174000, 3175000, 3175000, 3174000, 3174000))	TRUE	FALSE	TRUE
1kmE3799N3175	3799000	3175000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3175000, 3176000, 3176000, 3175000, 3175000))	TRUE	FALSE	TRUE
1kmE3799N3176	3799000	3176000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3176000, 3177000, 3177000, 3176000, 3176000))	TRUE	FALSE	TRUE
1kmE3799N3177	3799000	3177000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3177000, 3178000, 3178000, 3177000, 3177000))	TRUE	FALSE	TRUE
1kmE3799N3178	3799000	3178000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3178000, 3179000, 3179000, 3178000, 3178000))	TRUE	FALSE	TRUE
1kmE3799N3179	3799000	3179000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3179000, 3180000, 3180000, 3179000, 3179000))	TRUE	FALSE	TRUE
1kmE3799N3180	3799000	3180000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3180000, 3181000, 3181000, 3180000, 3180000))	TRUE	FALSE	TRUE
1kmE3799N3181	3799000	3181000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3181000, 3182000, 3182000, 3181000, 3181000))	TRUE	FALSE	TRUE
1kmE3799N3182	3799000	3182000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3182000, 3183000, 3183000, 3182000, 3182000))	TRUE	FALSE	TRUE
1kmE3799N3183	3799000	3183000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3183000, 3184000, 3184000, 3183000, 3183000))	TRUE	FALSE	TRUE
1kmE3799N3184	3799000	3184000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3184000, 3185000, 3185000, 3184000, 3184000))	FALSE	FALSE	FALSE
1kmE3799N3185	3799000	3185000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3185000, 3186000, 3186000, 3185000, 3185000))	FALSE	FALSE	FALSE
1kmE3799N3186	3799000	3186000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3186000, 3187000, 3187000, 3186000, 3186000))	FALSE	FALSE	FALSE
1kmE3799N3187	3799000	3187000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3187000, 3188000, 3188000, 3187000, 3187000))	FALSE	FALSE	FALSE
1kmE3799N3188	3799000	3188000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3188000, 3189000, 3189000, 3188000, 3188000))	FALSE	FALSE	FALSE
1kmE3799N3189	3799000	3189000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3189000, 3190000, 3190000, 3189000, 3189000))	FALSE	FALSE	FALSE
1kmE3799N3190	3799000	3190000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3190000, 3191000, 3191000, 3190000, 3190000))	FALSE	FALSE	FALSE
1kmE3799N3191	3799000	3191000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3191000, 3192000, 3192000, 3191000, 3191000))	FALSE	FALSE	FALSE
1kmE3799N3192	3799000	3192000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3192000, 3193000, 3193000, 3192000, 3192000))	FALSE	FALSE	FALSE
1kmE3799N3193	3799000	3193000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3193000, 3194000, 3194000, 3193000, 3193000))	FALSE	FALSE	FALSE
1kmE3799N3194	3799000	3194000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3194000, 3195000, 3195000, 3194000, 3194000))	FALSE	FALSE	FALSE
1kmE3799N3195	3799000	3195000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3195000, 3196000, 3196000, 3195000, 3195000))	FALSE	FALSE	FALSE
1kmE3799N3196	3799000	3196000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3196000, 3197000, 3197000, 3196000, 3196000))	FALSE	FALSE	FALSE
1kmE3799N3197	3799000	3197000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3197000, 3198000, 3198000, 3197000, 3197000))	FALSE	FALSE	FALSE
1kmE3799N3198	3799000	3198000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3198000, 3199000, 3199000, 3198000, 3198000))	FALSE	FALSE	FALSE
1kmE3799N3199	3799000	3199000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3199000, 3200000, 3200000, 3199000, 3199000))	FALSE	FALSE	FALSE
1kmE3799N3200	3799000	3200000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3200000, 3201000, 3201000, 3200000, 3200000))	FALSE	FALSE	FALSE
1kmE3799N3201	3799000	3201000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3201000, 3202000, 3202000, 3201000, 3201000))	FALSE	FALSE	FALSE
1kmE3799N3202	3799000	3202000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3202000, 3203000, 3203000, 3202000, 3202000))	FALSE	FALSE	FALSE
1kmE3799N3203	3799000	3203000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3203000, 3204000, 3204000, 3203000, 3203000))	FALSE	FALSE	FALSE
1kmE3799N3204	3799000	3204000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3204000, 3205000, 3205000, 3204000, 3204000))	FALSE	FALSE	FALSE
1kmE3799N3205	3799000	3205000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3205000, 3206000, 3206000, 3205000, 3205000))	FALSE	FALSE	FALSE
1kmE3799N3206	3799000	3206000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3206000, 3207000, 3207000, 3206000, 3206000))	FALSE	FALSE	FALSE
1kmE3799N3207	3799000	3207000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3207000, 3208000, 3208000, 3207000, 3207000))	FALSE	FALSE	FALSE
1kmE3799N3208	3799000	3208000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3208000, 3209000, 3209000, 3208000, 3208000))	FALSE	FALSE	FALSE
1kmE3799N3209	3799000	3209000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3209000, 3210000, 3210000, 3209000, 3209000))	FALSE	FALSE	FALSE
1kmE3799N3210	3799000	3210000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3210000, 3211000, 3211000, 3210000, 3210000))	FALSE	FALSE	FALSE
1kmE3799N3211	3799000	3211000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3211000, 3212000, 3212000, 3211000, 3211000))	FALSE	FALSE	FALSE
1kmE3799N3212	3799000	3212000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3212000, 3213000, 3213000, 3212000, 3212000))	FALSE	FALSE	FALSE
1kmE3799N3213	3799000	3213000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3213000, 3214000, 3214000, 3213000, 3213000))	FALSE	FALSE	FALSE
1kmE3799N3214	3799000	3214000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3214000, 3215000, 3215000, 3214000, 3214000))	FALSE	FALSE	FALSE
1kmE3799N3215	3799000	3215000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3215000, 3216000, 3216000, 3215000, 3215000))	FALSE	FALSE	FALSE
1kmE3799N3216	3799000	3216000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3216000, 3217000, 3217000, 3216000, 3216000))	FALSE	FALSE	FALSE
1kmE3799N3217	3799000	3217000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3217000, 3218000, 3218000, 3217000, 3217000))	FALSE	FALSE	FALSE
1kmE3799N3218	3799000	3218000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3218000, 3219000, 3219000, 3218000, 3218000))	FALSE	FALSE	FALSE
1kmE3799N3219	3799000	3219000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3219000, 3220000, 3220000, 3219000, 3219000))	FALSE	FALSE	FALSE
1kmE3799N3220	3799000	3220000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3220000, 3221000, 3221000, 3220000, 3220000))	FALSE	FALSE	FALSE
1kmE3799N3221	3799000	3221000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3221000, 3222000, 3222000, 3221000, 3221000))	FALSE	FALSE	FALSE
1kmE3799N3222	3799000	3222000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3222000, 3223000, 3223000, 3222000, 3222000))	FALSE	FALSE	FALSE
1kmE3799N3223	3799000	3223000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3223000, 3224000, 3224000, 3223000, 3223000))	FALSE	FALSE	FALSE
1kmE3799N3224	3799000	3224000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3224000, 3225000, 3225000, 3224000, 3224000))	FALSE	FALSE	FALSE
1kmE3799N3225	3799000	3225000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3225000, 3226000, 3226000, 3225000, 3225000))	FALSE	FALSE	FALSE
1kmE3799N3226	3799000	3226000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3226000, 3227000, 3227000, 3226000, 3226000))	FALSE	FALSE	FALSE
1kmE3799N3227	3799000	3227000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3227000, 3228000, 3228000, 3227000, 3227000))	FALSE	FALSE	FALSE
1kmE3799N3228	3799000	3228000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3228000, 3229000, 3229000, 3228000, 3228000))	FALSE	FALSE	FALSE
1kmE3799N3229	3799000	3229000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3229000, 3230000, 3230000, 3229000, 3229000))	FALSE	FALSE	FALSE
1kmE3799N3230	3799000	3230000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3230000, 3231000, 3231000, 3230000, 3230000))	FALSE	FALSE	FALSE
1kmE3799N3231	3799000	3231000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3231000, 3232000, 3232000, 3231000, 3231000))	FALSE	FALSE	FALSE
1kmE3799N3232	3799000	3232000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3232000, 3233000, 3233000, 3232000, 3232000))	FALSE	FALSE	FALSE
1kmE3799N3233	3799000	3233000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3233000, 3234000, 3234000, 3233000, 3233000))	FALSE	FALSE	FALSE
1kmE3799N3234	3799000	3234000	list(c(3799000, 3799000, 3800000, 3800000, 3799000, 3234000, 3235000, 3235000, 3234000, 3234000))	FALSE	FALSE	FALSE
1kmE3800N3084	3800000	3084000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3084000, 3085000, 3085000, 3084000, 3084000))	FALSE	FALSE	FALSE
1kmE3800N3085	3800000	3085000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3085000, 3086000, 3086000, 3085000, 3085000))	FALSE	FALSE	FALSE
1kmE3800N3086	3800000	3086000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3086000, 3087000, 3087000, 3086000, 3086000))	FALSE	FALSE	FALSE
1kmE3800N3087	3800000	3087000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3087000, 3088000, 3088000, 3087000, 3087000))	FALSE	FALSE	FALSE
1kmE3800N3088	3800000	3088000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3088000, 3089000, 3089000, 3088000, 3088000))	FALSE	FALSE	FALSE
1kmE3800N3089	3800000	3089000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3089000, 3090000, 3090000, 3089000, 3089000))	FALSE	FALSE	FALSE
1kmE3800N3090	3800000	3090000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3090000, 3091000, 3091000, 3090000, 3090000))	FALSE	FALSE	FALSE
1kmE3800N3091	3800000	3091000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3091000, 3092000, 3092000, 3091000, 3091000))	FALSE	FALSE	FALSE
1kmE3800N3092	3800000	3092000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3092000, 3093000, 3093000, 3092000, 3092000))	FALSE	FALSE	FALSE
1kmE3800N3093	3800000	3093000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3093000, 3094000, 3094000, 3093000, 3093000))	FALSE	FALSE	FALSE
1kmE3800N3094	3800000	3094000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3094000, 3095000, 3095000, 3094000, 3094000))	FALSE	FALSE	FALSE
1kmE3800N3095	3800000	3095000	list(c(3800000, 3800000, 3801000, 3801000, 3800000, 3095000, 3096000, 3096000, 3095000, 3095000))	FALSE	FALSE	FALSE
