soort,species,abbr,gebied,overlap,type
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Beekprik,0.763706,sel
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Kleine Modderkruiper,0.003235,in
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Kleine Modderkruiper,0.006247,of
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Kleine Modderkruiper,1.153161,sel
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Rivierdonderpad,0.003050,in
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Rivierdonderpad,0.005889,of
rimpelroos,Rosa rugosa Thunb.,Rr,SBP  Rivierdonderpad,1.086988,sel
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Beekprik,0.003060,in
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Beekprik,0.031690,of
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Beekprik,1.090895,sel
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Kleine Modderkruiper,0.001991,in
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Kleine Modderkruiper,0.020620,of
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Kleine Modderkruiper,0.709845,sel
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Rivierdonderpad,0.001826,in
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Rivierdonderpad,0.018912,of
Amerikaanse vogelkers,Prunus serotina Ehrh.,Pse,SBP  Rivierdonderpad,0.651033,sel
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Beekprik,0.004264,in
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Beekprik,0.010961,of
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Beekprik,1.519818,sel
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Kleine Modderkruiper,0.003610,in
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Kleine Modderkruiper,0.009280,of
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Kleine Modderkruiper,1.286738,sel
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Rivierdonderpad,0.005602,in
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Rivierdonderpad,0.014402,of
reuzenberenklauw,Heracleum mantegazzianum Sommier & Levier,Hm,SBP  Rivierdonderpad,1.996892,sel
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Beekprik,0.002228,in
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Beekprik,0.043490,of
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Beekprik,0.794007,sel
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Kleine Modderkruiper,0.004307,in
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Kleine Modderkruiper,0.084083,of
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Kleine Modderkruiper,1.535112,sel
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Rivierdonderpad,0.003339,in
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Rivierdonderpad,0.065195,of
Canadese gans,"Branta canadensis (Linnaeus, 1758)",Bc,SBP  Rivierdonderpad,1.190278,sel
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Beekprik,0,in
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Beekprik,0,of
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Beekprik,0,sel
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Kleine Modderkruiper,0,in
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Kleine Modderkruiper,0,of
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Kleine Modderkruiper,0,sel
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Rivierdonderpad,0,in
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Rivierdonderpad,0,of
verspreidbladige waterpest,Lagarosiphon major (Ridley) Moss,Lm,SBP  Rivierdonderpad,0,sel
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Beekprik,0.010274,in
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Beekprik,0.002819,of
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Beekprik,3.662014,sel
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Kleine Modderkruiper,0.017050,in
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Kleine Modderkruiper,0.004679,of
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Kleine Modderkruiper,6.077310,sel
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Rivierdonderpad,0.011544,in
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Rivierdonderpad,0.003168,of
zonnebaars,"Lepomis gibbosus Linnaeus, 1758",Lgi,SBP  Rivierdonderpad,4.114688,sel
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Beekprik,0,in
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Beekprik,0,of
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Beekprik,0,sel
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Kleine Modderkruiper,0.007171,in
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Kleine Modderkruiper,0.000771,of
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Kleine Modderkruiper,2.556129,sel
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Rivierdonderpad,0,in
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Rivierdonderpad,0,of
rosse stekelstaart,"Oxyura jamaicensis Gmelin, 1789",Oj,SBP  Rivierdonderpad,0,sel
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Beekprik,0.002208,in
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Beekprik,0.003185,of
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Beekprik,0.787162,sel
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Kleine Modderkruiper,0.001814,in
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Kleine Modderkruiper,0.002616,of
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Kleine Modderkruiper,0.646566,sel
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Rivierdonderpad,0.003219,in
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Rivierdonderpad,0.004642,of
sneeuwbes,Symphoricarpos albus (L.) K.Koch,Sa,SBP  Rivierdonderpad,1.147242,sel
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Beekprik,0.009746,in
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Beekprik,0.003451,of
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Beekprik,3.473835,sel
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Kleine Modderkruiper,0.012123,in
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Kleine Modderkruiper,0.004293,of
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Kleine Modderkruiper,4.321212,sel
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Rivierdonderpad,0.005892,in
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Rivierdonderpad,0.002087,of
parelvederkruid,Myriophyllum aquaticum (Vell.) Verdc.,Mya,SBP  Rivierdonderpad,2.100312,sel
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Beekprik,0.003109,in
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Beekprik,0.008474,of
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Beekprik,1.108267,sel
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Kleine Modderkruiper,0.007552,in
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Kleine Modderkruiper,0.020583,of
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Kleine Modderkruiper,2.691767,sel
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Rivierdonderpad,0.007416,in
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Rivierdonderpad,0.020213,of
late guldenroede,Solidago gigantea Aiton,Sg,SBP  Rivierdonderpad,2.643449,sel
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Beekprik,0.012396,in
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Beekprik,0.005169,of
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Beekprik,4.418441,sel
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Kleine Modderkruiper,0.009595,in
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Kleine Modderkruiper,0.004001,of
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Kleine Modderkruiper,3.420093,sel
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Rivierdonderpad,0.009340,in
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Rivierdonderpad,0.003895,of
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,SBP  Rivierdonderpad,3.329287,sel
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Beekprik,0.000735,in
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Beekprik,0.001384,of
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Beekprik,0.261874,sel
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Kleine Modderkruiper,0.001079,in
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Kleine Modderkruiper,0.002034,of
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Kleine Modderkruiper,0.384735,sel
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Rivierdonderpad,0.000881,in
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Rivierdonderpad,0.001660,of
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,SBP  Rivierdonderpad,0.313967,sel
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Beekprik,0.009116,in
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Beekprik,0.005864,of
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Beekprik,3.249265,sel
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Kleine Modderkruiper,0.008419,in
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Kleine Modderkruiper,0.005416,of
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Kleine Modderkruiper,3.000907,sel
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Rivierdonderpad,0.007665,in
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Rivierdonderpad,0.004931,of
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,SBP  Rivierdonderpad,2.732284,sel
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Beekprik,0.000644,in
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Beekprik,0.000101,of
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Beekprik,0.229421,sel
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Kleine Modderkruiper,0.000861,in
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Kleine Modderkruiper,0.000135,of
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Kleine Modderkruiper,0.306909,sel
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Rivierdonderpad,0.001618,in
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Rivierdonderpad,0.000254,of
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,SBP  Rivierdonderpad,0.576854,sel
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Beekprik,0.001769,in
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Beekprik,0.000143,of
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Beekprik,0.630402,sel
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Kleine Modderkruiper,0.004139,in
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Kleine Modderkruiper,0.000336,of
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Kleine Modderkruiper,1.475292,sel
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Rivierdonderpad,0,in
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Rivierdonderpad,0,of
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,SBP  Rivierdonderpad,0,sel
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Beekprik,0.000227,in
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Beekprik,0.000160,of
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Beekprik,0.080865,sel
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Kleine Modderkruiper,0.001744,in
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Kleine Modderkruiper,0.001232,of
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Kleine Modderkruiper,0.621714,sel
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Rivierdonderpad,0.001809,in
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Rivierdonderpad,0.001277,of
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,SBP  Rivierdonderpad,0.644819,sel
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Beekprik, 0.030120,in
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Beekprik, 0.001227,of
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Beekprik,10.736117,sel
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Kleine Modderkruiper,0.024167,in
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Kleine Modderkruiper,0.000985,of
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Kleine Modderkruiper,8.614145,sel
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Rivierdonderpad,0.016441,in
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Rivierdonderpad,0.000670,of
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,SBP  Rivierdonderpad,5.860411,sel
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik,0.006135,in
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik,0.003401,of
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik,2.186720,sel
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper,0.013480,in
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper,0.007472,of
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper,4.804862,sel
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Rivierdonderpad,0.008617,in
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Rivierdonderpad,0.004777,of
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Rivierdonderpad,3.071495,sel
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Beekprik,0.003067,in
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Beekprik,0.020484,of
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Beekprik,1.093124,sel
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Kleine Modderkruiper,0.003568,in
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Kleine Modderkruiper,0.023835,of
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Kleine Modderkruiper,1.271921,sel
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Rivierdonderpad,0.005172,in
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Rivierdonderpad,0.034547,of
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,SBP  Rivierdonderpad,1.843571,sel
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Beekprik,0,in
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Beekprik,0,of
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Beekprik,0,sel
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Kleine Modderkruiper,0,in
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Kleine Modderkruiper,0,of
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Kleine Modderkruiper,0,sel
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Rivierdonderpad,0,in
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Rivierdonderpad,0,of
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,SBP  Rivierdonderpad,0,sel
boksdoorn,Lycium barbarum L.,Lb,SBP  Beekprik,0,in
boksdoorn,Lycium barbarum L.,Lb,SBP  Beekprik,0,of
boksdoorn,Lycium barbarum L.,Lb,SBP  Beekprik,0,sel
boksdoorn,Lycium barbarum L.,Lb,SBP  Kleine Modderkruiper,0.000049,in
boksdoorn,Lycium barbarum L.,Lb,SBP  Kleine Modderkruiper,0.000013,of
boksdoorn,Lycium barbarum L.,Lb,SBP  Kleine Modderkruiper,0.017487,sel
boksdoorn,Lycium barbarum L.,Lb,SBP  Rivierdonderpad,0,in
boksdoorn,Lycium barbarum L.,Lb,SBP  Rivierdonderpad,0,of
boksdoorn,Lycium barbarum L.,Lb,SBP  Rivierdonderpad,0,sel
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Beekprik,0.003774,in
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Beekprik,0.014740,of
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Beekprik,1.345357,sel
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Kleine Modderkruiper,0.004745,in
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Kleine Modderkruiper,0.018532,of
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Kleine Modderkruiper,1.691463,sel
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Rivierdonderpad,0.007815,in
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Rivierdonderpad,0.030519,of
muskusrat,"Ondatra zibethicus Linnaeus, 1766",Oz,SBP  Rivierdonderpad,2.785478,sel
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Beekprik,0.002803,in
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Beekprik,0.002379,of
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Beekprik,0.999230,sel
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Kleine Modderkruiper,0.004442,in
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Kleine Modderkruiper,0.003769,of
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Kleine Modderkruiper,1.583323,sel
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Rivierdonderpad,0.003727,in
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Rivierdonderpad,0.003163,of
lettersierschildpad,"Trachemys scripta Schoepff, 1792",Tsc,SBP  Rivierdonderpad,1.328473,sel
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Beekprik,0,in
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Beekprik,0,of
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Beekprik,0,sel
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Kleine Modderkruiper,0,in
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Kleine Modderkruiper,0,of
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Kleine Modderkruiper,0,sel
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Rivierdonderpad,0,in
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Rivierdonderpad,0,of
smalle olijfwilg,Elaeagnus angustifolia L.,Ea,SBP  Rivierdonderpad,0,sel
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Beekprik,0.000893,in
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Beekprik,0.000616,of
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Beekprik,0.318205,sel
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Kleine Modderkruiper,0.003453,in
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Kleine Modderkruiper,0.002381,of
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Kleine Modderkruiper,1.230651,sel
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Rivierdonderpad,0.000899,in
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Rivierdonderpad,0.000620,of
watercrassula,Crassula helmsii (Kirk) Cockayne,Ch,SBP  Rivierdonderpad,0.320423,sel
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Beekprik,0,in
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Beekprik,0,of
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Beekprik,0,sel
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Kleine Modderkruiper,0,in
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Kleine Modderkruiper,0,of
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Kleine Modderkruiper,0,sel
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Rivierdonderpad,0,in
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Rivierdonderpad,0,of
Amerikaanse nerts,"Mustela vison Schreber, 1777",Mvis,SBP  Rivierdonderpad,0,sel
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Beekprik,0.001827,in
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Beekprik,0.001050,of
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Beekprik,0.651058,sel
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Kleine Modderkruiper,0.002914,in
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Kleine Modderkruiper,0.001676,of
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Kleine Modderkruiper,1.038668,sel
Canadese guldenroede,Solidago canadensis L.,Sc,SBP  Rivierdonderpad,0.004531,in
