soort,species,abbr,gebied,intersect_area,type
struikaster,Baccharis halimifolia L.,Bh,Het Zwin,92431.37728897753,anb-domein
struikaster,Baccharis halimifolia L.,Bh,Kust & Westhoek,747204.0936470426,anb-regio
struikaster,Baccharis halimifolia L.,Bh,Zandig Vlaanderen,69977.22595070528,anb-regio
struikaster,Baccharis halimifolia L.,Bh,Vlaamse Ardennen & Schelde-Leie,20890.557535657827,anb-regio
struikaster,Baccharis halimifolia L.,Bh,De Westhoek,139065.21248657577,anb-domein
struikaster,Baccharis halimifolia L.,Bh,Ter Yde,131531.69717501954,anb-domein
struikaster,Baccharis halimifolia L.,Bh,Het Zwin,92431.37728897753,anb-domein
struikaster,Baccharis halimifolia L.,Bh,"Koksijde, Simliduinen en Sint-Laureinsduinen",201301.5108550463,NBHP
struikaster,Baccharis halimifolia L.,Bh,Koninklijke Golfclub Oostende,192123.7185700278,NBHP
struikaster,Baccharis halimifolia L.,Bh,Duinen en Bossen van De Panne,139060.5485727641,NBHP
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,244865.05596296382,HBTRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",131611.0269750628,HBTRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Uiterwaarden langs de Limburgse Maas en Vijverbroek,62205.04687663976,HBTRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Schorren en polders van de Beneden-Schelde,152462.193181991,VGLRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,De Ronde Put,66045.6585412719,VGLRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Durme en de middenloop van de Schelde,42349.01921926634,VGLRL
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Taxandria,66630.49339728855,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Lage tot aan Hoge Kempen,62613.08124496192,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Groene Gordels,56226.23452136175,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Gemeentelijke visvijver,48845.08615004624,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Op  t Stort,47978.11983767996,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Linkerscheldeoever - Ketenisschor,35997.08295982191,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Lage tot aan Hoge Kempen,49453.392903773114,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Antwerpse Kempen,39902.61280681333,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Vlaamse Ardennen & Schelde-Leie,32082.697234773812,anb-regio
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Op  t Stort,47978.11983767996,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Linkerscheldeoever - Ketenisschor,35997.08295982191,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Weerdse Vijver,24126.29893549386,anb-domein
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,De Maat,58073.60252845532,NBHP
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Dal van de Grensmaas,49893.18608488838,NBHP
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,Onbevaarbare waterlopen 1e categorie,34529.66825690394,NBHP
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",3242078.1486465097,HBTRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",161434.08838226835,HBTRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,"Vennen, heiden en moerassen rond Turnhout",145513.07621382782,HBTRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,De Demervallei,190177.7245828316,VGLRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,De Dijlevallei,162999.53926063428,VGLRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Schorren en polders van de Beneden-Schelde,62803.14749153191,VGLRL
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Taxandria,533013.6565006087,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Demerland & Zuiderkempen,191526.5086327996,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Brabantse Wouden,156613.86241860007,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Zammelsbroek,252962.98953281445,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Dijlevallei,156613.86241860007,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Scheps,83245.50890890439,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Taxandria,514437.017744746,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Brabantse Wouden,156613.86241860007,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Groene Gordels,117833.30041509208,anb-regio
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Zammelsbroek,252962.98953281445,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Dijlevallei,156613.86241860007,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Scheps,83245.50890890439,anb-domein
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Laakvalleien,525254.1302718554,NBHP
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Griesbroek,252393.8246443832,NBHP
Amerikaanse stierkikker,"Lithobates (Rana) catesbeianus Shaw, 1802",Lc,Sigmacluster Zammelsbroek,232169.99268911153,NBHP
beverrat,"Myocastor coypus Molina, 1782",Mc,Uiterwaarden langs de Limburgse Maas en Vijverbroek,653367.6708068381,HBTRL
beverrat,"Myocastor coypus Molina, 1782",Mc,Abeek met aangrenzende moerasgebieden,521473.4350653906,HBTRL
beverrat,"Myocastor coypus Molina, 1782",Mc,Jekervallei en bovenloop van de Demervallei,124015.05070113693,HBTRL
beverrat,"Myocastor coypus Molina, 1782",Mc,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",587789.5957315651,VGLRL
beverrat,"Myocastor coypus Molina, 1782",Mc,De Demervallei,94204.72123729484,VGLRL
beverrat,"Myocastor coypus Molina, 1782",Mc,"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout",62803.14749153686,VGLRL
beverrat,"Myocastor coypus Molina, 1782",Mc,Demerland & Zuiderkempen,88953.49585251878,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Hoge Kempen tot Voeren,82872.28671883146,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Brabantse Wouden,55670.07921261988,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Vosheide-Bocholt,31401.573745775735,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Dijlevallei,28759.789860869118,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Webbekoms en Diesters Broek,28415.708098497093,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Demerland & Zuiderkempen,88953.49585251878,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Brabantse Wouden,55670.07921261988,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Hoge Kempen tot Voeren,36565.933689317375,anb-regio
beverrat,"Myocastor coypus Molina, 1782",Mc,Dijlevallei,28759.789860869118,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Webbekoms en Diesters Broek,28415.708098497093,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Koeweide,27947.394284254755,anb-domein
beverrat,"Myocastor coypus Molina, 1782",Mc,Dal van de Grensmaas,491856.5049028718,NBHP
beverrat,"Myocastor coypus Molina, 1782",Mc,Sint-Maartensheide - De Luysen,403689.76085865527,NBHP
beverrat,"Myocastor coypus Molina, 1782",Mc,Maasweerden,324139.83024534263,NBHP
moerashyacint,Pontederia cordata L.,Pco,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",401881.76072394184,HBTRL
moerashyacint,Pontederia cordata L.,Pco,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",304924.3008970541,HBTRL
moerashyacint,Pontederia cordata L.,Pco,De Maten,193131.91512819787,HBTRL
moerashyacint,Pontederia cordata L.,Pco,Het Vijvercomplex van Midden-Limburg,239106.85168221628,VGLRL
moerashyacint,Pontederia cordata L.,Pco,De Maten,178728.36831270022,VGLRL
moerashyacint,Pontederia cordata L.,Pco,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",170379.1702430051,VGLRL
moerashyacint,Pontederia cordata L.,Pco,Taxandria,179061.1374048678,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Vlaamse Ardennen & Schelde-Leie,70349.17827042069,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Demerland & Zuiderkempen,59154.90302668227,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Zammelsbroek,57088.5981242102,anb-domein
moerashyacint,Pontederia cordata L.,Pco,Teut-Ten Haagdoorn,33528.84983146989,anb-domein
moerashyacint,Pontederia cordata L.,Pco,Vijvercomplex,33195.89542700688,anb-domein
moerashyacint,Pontederia cordata L.,Pco,Taxandria,171794.09883429407,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Demerland & Zuiderkempen,59154.90302668227,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Groene Gordels,45147.17643360178,anb-regio
moerashyacint,Pontederia cordata L.,Pco,Zammelsbroek,57088.5981242102,anb-domein
moerashyacint,Pontederia cordata L.,Pco,Teut-Ten Haagdoorn,33528.84983146989,anb-domein
moerashyacint,Pontederia cordata L.,Pco,Vijvercomplex,33195.89542700688,anb-domein
moerashyacint,Pontederia cordata L.,Pco,De Maten,64471.754850608566,NBHP
moerashyacint,Pontederia cordata L.,Pco,Dommelvallei,56726.26402628825,NBHP
moerashyacint,Pontederia cordata L.,Pco,Callebeek - Terlocht,54820.78820181795,NBHP
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",167840.5241769455,HBTRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Duingebieden inclusief IJzermonding en Zwin,90925.4615454636,HBTRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",50235.80596935743,HBTRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",93990.97249960259,VGLRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",31401.573745775968,VGLRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Het Vijvercomplex van Midden-Limburg,31401.573745766596,VGLRL
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Brabantse Wouden,148428.02387565718,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Hoge Kempen tot Voeren,88801.40547192177,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Lage tot aan Hoge Kempen,83288.14405973343,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,MD Meerdaalbos,116706.73669208618,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Hoge Mouw,38476.47194109333,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Turfhei,38313.540379020094,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Brabantse Wouden,148428.02387565718,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Kust & Westhoek,53805.497023181146,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Hoge Kempen tot Voeren,52207.794266945806,anb-regio
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,MD Meerdaalbos,116706.73669208618,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Ophovenderheide,35610.293938843126,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Meerdaalwoud,31721.287183570996,anb-domein
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Bossen van Kasterlee,38511.76913788391,NBHP
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Duinen en Bossen van De Panne,31401.573745764,NBHP
vijfbladige wingerd,Parthenocissus quinquefolia (L.) Planch.,Pq,Fort van Walem,31401.57374576095,NBHP
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Duingebieden inclusief IJzermonding en Zwin,152166.63702175982,HBTRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Demervallei,125863.66067495712,HBTRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",106737.32578545314,HBTRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,De Demervallei,111359.39388737014,VGLRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Het Vijvercomplex van Midden-Limburg,97316.77119904617,VGLRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Durme en de middenloop van de Schelde,89461.18975233962,VGLRL
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Kust & Westhoek,152381.37364686103,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Hoge Kempen tot Voeren,129945.40445496049,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Antwerpse Kempen,111685.22454922034,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,De Keignaart (stad),47852.0072748064,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Opglabekerzavel,44195.808425219555,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Geenemeer,39992.535020552445,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Demerland & Zuiderkempen,77847.9336855098,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Kust & Westhoek,77363.765941842,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Antwerpse Kempen,41881.54133265711,anb-regio
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Geenemeer,39992.535020552445,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,De Maatjes,37628.08555416466,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Hoge Blekker,20532.719090369937,anb-domein
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Stad Genk,87222.54745639155,NBHP
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Berkenbos-Wezel,47400.88934543514,NBHP
valse wingerd,Parthenocissus inserta (A.Kern.) Fritsch,Pi,Oostends Krekengebied-Geuzenbos,46885.199606435046,NBHP
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",108494.4503052824,HBTRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",44446.333255920676,HBTRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Klein en Groot Schietveld,34259.05607433949,HBTRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,De Ronde Put,58063.64449601216,VGLRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",41698.6120975262,VGLRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Bokrijk en omgeving,19629.808479001047,VGLRL
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Antwerpse Kempen,107191.07138677944,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Groene Gordels,64844.398379019185,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Taxandria,57558.687395863846,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Averegten,63849.52456744408,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,MD Klein Schietveld,35658.46081550751,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Vrieselhof,28339.970037862135,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Antwerpse Kempen,49290.43710863491,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Taxandria,27082.858895761456,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Vlaamse Ardennen & Schelde-Leie,9421.172734486128,anb-regio
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,MD Klein Schietveld,35658.46081550751,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,De Most - Balen,19672.917968177004,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Vlietbos,13631.976293127402,anb-domein
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,De Averegten,63849.52456744408,NBHP
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,Vrieselhof,31057.81583402661,NBHP
Afghaanse duizendknoop,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Kp,UBBP/AN/10/08 - Nachtegalenpark,28827.64940227376,NBHP
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Demervallei,2758368.6188739226,HBTRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",1341470.3883913031,HBTRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,627775.7678906692,HBTRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,De Demervallei,5530582.118439681,VGLRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,IJzervallei,2493108.8389878212,VGLRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Durme en de middenloop van de Schelde,439672.72752931446,VGLRL
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Demerland & Zuiderkempen,1549938.4794429934,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Groene Gordels,633826.4623395363,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Kust & Westhoek,551008.1399648605,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Demerbroeken,915094.5876029729,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Webbekoms en Diesters Broek,243311.46181186102,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Verdronken Weide,231659.1802410693,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Demerland & Zuiderkempen,1459006.2299996119,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Groene Gordels,593198.2975364001,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Kust & Westhoek,497860.3547621445,anb-regio
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Demerbroeken,860165.8171970419,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Webbekoms en Diesters Broek,242861.37393559655,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Verdronken Weide,231659.1802410693,anb-domein
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,De Blankaart,1745985.385239013,NBHP
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Onbevaarbare waterlopen 1e categorie,1281954.5557600185,NBHP
grote waterteunisbloem,Ludwigia grandiflora (Michx.) Greuter & Burdet,Lgr,Schulensbroek,733603.8158560526,NBHP
wasbeer,"Procyon lotor L., 1758",Plo,Bos- en heidegebieden ten oosten van Antwerpen,453779.27835146483,HBTRL
wasbeer,"Procyon lotor L., 1758",Plo,Demervallei,332396.9043190942,HBTRL
wasbeer,"Procyon lotor L., 1758",Plo,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",189951.01942176418,HBTRL
wasbeer,"Procyon lotor L., 1758",Plo,De Demervallei,230827.35606428282,VGLRL
wasbeer,"Procyon lotor L., 1758",Plo,Het Vijvercomplex van Midden-Limburg,94204.72123731143,VGLRL
wasbeer,"Procyon lotor L., 1758",Plo,Militair domein en de vallei van de Zwarte Beek,62803.147491526615,VGLRL
wasbeer,"Procyon lotor L., 1758",Plo,Antwerpse Kempen,310661.7044163278,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Brabantse Wouden,127169.9024678606,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Demerland & Zuiderkempen,115675.509536678,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Vrieselhof,153231.44424940413,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Zoerselbos,101829.05279199108,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Zonienwoud,71778.4136617514,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Antwerpse Kempen,120410.92765038743,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Brabantse Wouden,118002.13391747298,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Demerland & Zuiderkempen,114173.651234763,anb-regio
wasbeer,"Procyon lotor L., 1758",Plo,Zoerselbos,101829.05279199108,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Zonienwoud,71778.4136617514,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Vallei van de Drie Beken,68706.6178851058,anb-domein
wasbeer,"Procyon lotor L., 1758",Plo,Zoerselbos,169820.57635023742,NBHP
wasbeer,"Procyon lotor L., 1758",Plo,Vrieselhof,153044.84180476548,NBHP
wasbeer,"Procyon lotor L., 1758",Plo,Demerbroeken,152752.6117521387,NBHP
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",158572.72721444868,HBTRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,150131.44256324778,HBTRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",98830.85167232511,HBTRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,De Ronde Put,116550.36994644393,VGLRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Durme en de middenloop van de Schelde,105596.18207257852,VGLRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Militair domein en de vallei van de Zwarte Beek,73044.71211353544,VGLRL
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Taxandria,299269.1315889104,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Antwerpse Kempen,170394.04711495657,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Vlaamse Ardennen & Schelde-Leie,122865.54054242007,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Postels Natuurgebied - Deelgebied Watering NZ,71049.20303501832,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,De Most - Balen,62301.34155746302,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Wachtbekken op de Molenbeek,44606.440250558015,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Taxandria,275070.95011465653,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Antwerpse Kempen,118429.95550020746,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Demerland & Zuiderkempen,59714.81898954126,anb-regio
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Postels Natuurgebied - Deelgebied Watering NZ,71049.20303501832,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,De Most - Balen,62301.34155746302,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,De Elsakker,40545.296680544765,anb-domein
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Vallei van de Zwarte Beek,95209.46820932774,NBHP
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Berlare Broek - Donkmeer,90669.01991719459,NBHP
gele maskerbloem,Erythranthe guttata (DC.) G.L.Nesom,Eg,Onbevaarbare waterlopen 1e categorie,78155.35963796618,NBHP
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,Polders,286320.6887508031,HBTRL
