soort,species,abbr,gebied,overlap,type
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Beekprik (Actueel leefgebied),0,in_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Beekprik (Uitbreiding leefgebied),0,in_sbp_ul
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Beekprik,0,of_sbp
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Beekprik (Actueel leefgebied),0,of_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Beekprik (Uitbreiding leefgebied),0,of_sbp_ul
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper,0.071410,in_sbp
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper (Actueel leefgebied),0.051353,in_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.020057,in_sbp_ul
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper,0.000466,of_sbp
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000335,of_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000131,of_sbp_ul
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad,0.051353,in_sbp
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad (Actueel leefgebied),0.051353,in_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,in_sbp_ul
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad,0.000335,of_sbp
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad (Actueel leefgebied),0.000335,of_sbp_al
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,of_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik,0,in_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik (Actueel leefgebied),0,in_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik (Uitbreiding leefgebied),0,in_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik,0,of_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik (Actueel leefgebied),0,of_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Beekprik (Uitbreiding leefgebied),0,of_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper,0.108733,in_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper (Actueel leefgebied),0.108733,in_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,in_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper,0.000089,of_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000089,of_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,of_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad,0.108733,in_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad (Actueel leefgebied),0.108733,in_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,in_sbp_ul
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad,0.000089,of_sbp
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad (Actueel leefgebied),0.000089,of_sbp_al
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,of_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik,0.014376,in_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik (Actueel leefgebied),0.002761,in_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik (Uitbreiding leefgebied),0.011615,in_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik,0.000419,of_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik (Actueel leefgebied),0.000081,of_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Beekprik (Uitbreiding leefgebied),0.000339,of_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper,0.033097,in_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper (Actueel leefgebied),0.033097,in_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,in_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper,0.000965,of_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000965,of_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,of_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad,0.037809,in_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad (Actueel leefgebied),0.035066,in_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.002744,in_sbp_ul
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad,0.001103,of_sbp
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad (Actueel leefgebied),0.001023,of_sbp_al
marmergrondel,"Proterorhinus semilunaris (Heckel, 1837)",Ps,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000080,of_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik,0.004735,in_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik (Actueel leefgebied),0.000003,in_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik (Uitbreiding leefgebied),0.004732,in_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik,0.000724,of_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik (Actueel leefgebied),0.000000,of_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Beekprik (Uitbreiding leefgebied),0.000723,of_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper,0.008775,in_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper (Actueel leefgebied),0.008775,in_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,in_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper,0.001341,of_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper (Actueel leefgebied),0.001341,of_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,of_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad,0.009575,in_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad (Actueel leefgebied),0.008875,in_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000701,in_sbp_ul
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad,0.001464,of_sbp
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad (Actueel leefgebied),0.001357,of_sbp_al
zwartbekgrondel,"Neogobius melanostomus (Pallas, 1814)",Nm,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000107,of_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik,0,in_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik (Actueel leefgebied),0,in_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik (Uitbreiding leefgebied),0,in_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik,0,of_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik (Actueel leefgebied),0,of_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Beekprik (Uitbreiding leefgebied),0,of_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper,0,in_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper (Actueel leefgebied),0,in_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0,in_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper,0,of_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper (Actueel leefgebied),0,of_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0,of_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad,0,in_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad (Actueel leefgebied),0,in_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad (Uitbreiding leefgebied),0,in_sbp_ul
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad,0,of_sbp
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad (Actueel leefgebied),0,of_sbp_al
Californische rivierkreeft,"Pacifastacus leniusculus Dana, 1852",Plen,SBP  Rivierdonderpad (Uitbreiding leefgebied),0,of_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik,0.008930,in_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik (Actueel leefgebied),0.000348,in_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik (Uitbreiding leefgebied),0.008582,in_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik,0.000288,of_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik (Actueel leefgebied),0.000011,of_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Beekprik (Uitbreiding leefgebied),0.000277,of_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper,0.026413,in_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper (Actueel leefgebied),0.026413,in_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,in_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper,0.000853,of_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000853,of_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000000,of_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad,0.008930,in_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad (Actueel leefgebied),0.008930,in_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,in_sbp_ul
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad,0.000288,of_sbp
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad (Actueel leefgebied),0.000288,of_sbp_al
gestreepte Amerikaanse rivierkreeft,"Procambarus acutus (Girard, 1852)",Pa,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000000,of_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik,0.008173,in_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik (Actueel leefgebied),0.004190,in_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik (Uitbreiding leefgebied),0.003984,in_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik,0.001516,of_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik (Actueel leefgebied),0.000777,of_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Beekprik (Uitbreiding leefgebied),0.000739,of_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper,0.015481,in_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper (Actueel leefgebied),0.014893,in_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000589,in_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper,0.002872,of_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper (Actueel leefgebied),0.002763,of_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000109,of_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad,0.012088,in_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad (Actueel leefgebied),0.008593,in_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.003495,in_sbp_ul
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad,0.002243,of_sbp
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad (Actueel leefgebied),0.001594,of_sbp_al
gevlekte Amerikaanse rivierkreeft,"Faxonius limosus Rafinesque, 1817",Fl,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000648,of_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik,0.002199,in_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik (Actueel leefgebied),0.000000,in_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik (Uitbreiding leefgebied),0.002199,in_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik,0.000481,of_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik (Actueel leefgebied),0.000000,of_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Beekprik (Uitbreiding leefgebied),0.000481,of_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper,0.001075,in_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000489,in_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000586,in_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper,0.000235,of_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper (Actueel leefgebied),0.000107,of_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.000128,of_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad,0.001006,in_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad (Actueel leefgebied),0.000707,in_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000299,in_sbp_ul
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad,0.000220,of_sbp
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad (Actueel leefgebied),0.000155,of_sbp_al
rode Amerikaanse rivierkreeft,"Procambarus clarkii Girard, 1852",Pcl,SBP  Rivierdonderpad (Uitbreiding leefgebied),0.000065,of_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik,0,in_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik (Actueel leefgebied),0,in_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik (Uitbreiding leefgebied),0,in_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik,0,of_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik (Actueel leefgebied),0,of_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Beekprik (Uitbreiding leefgebied),0,of_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper,0,in_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper (Actueel leefgebied),0,in_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0,in_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper,0,of_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper (Actueel leefgebied),0,of_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0,of_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad,0,in_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad (Actueel leefgebied),0,in_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad (Uitbreiding leefgebied),0,in_sbp_ul
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad,0,of_sbp
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad (Actueel leefgebied),0,of_sbp_al
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,SBP  Rivierdonderpad (Uitbreiding leefgebied),0,of_sbp_ul
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik,0.006170,in_sbp
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik (Actueel leefgebied),0.003028,in_sbp_al
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik (Uitbreiding leefgebied),0.003143,in_sbp_ul
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik,0.003415,of_sbp
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik (Actueel leefgebied),0.001676,of_sbp_al
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Beekprik (Uitbreiding leefgebied),0.001740,of_sbp_ul
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper,0.013480,in_sbp
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper (Actueel leefgebied),0.009124,in_sbp_al
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.004356,in_sbp_ul
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper,0.007462,of_sbp
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper (Actueel leefgebied),0.005050,of_sbp_al
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Kleine Modderkruiper (Uitbreiding leefgebied),0.002411,of_sbp_ul
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,SBP  Rivierdonderpad,0.008632,in_sbp
