soort,species,abbr,gebied,overlap,type
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,4010,2.645892,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,4030,0.000620,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,4030,0.000102,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,4030,0.189164,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6230,0.001710,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6230,0.001682,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6230,3.129725,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6410, 0.000728,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6410, 0.008048,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6410,14.974220,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6430,0.000434,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6430,0.002325,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6430,4.325668,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6510,0.002095,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6510,0.000839,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6510,1.560831,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7140,0.000573,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7140,0.001476,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7140,2.745580,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9120,0.004899,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9120,0.000196,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9120,0.364357,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9130,0.001407,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9130,0.000297,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9130,0.553349,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9160,0.000035,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9160,0.000007,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9160,0.012967,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9190,0.000626,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9190,0.000108,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9190,0.201543,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91E0,0.006510,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91E0,0.000435,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91E0,0.808846,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1140,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1140,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1140,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1310,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1310,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1310,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1320,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1320,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,1320,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2110,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2110,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2110,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2120,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2120,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2120,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2130,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2130,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2130,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2150,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2150,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2150,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2160,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2160,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2160,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2170,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2170,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2170,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2180,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2180,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2180,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2190,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2190,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,2190,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3260,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3260,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3260,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3270,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3270,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,3270,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,5130,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,5130,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,5130,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6120,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6120,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6120,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6210,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6210,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,6210,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7110,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7110,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7110,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7150,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7150,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7150,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7210,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7210,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7210,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7230,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7230,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,7230,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9110,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9110,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9110,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9150,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9150,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,9150,0,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91F0,0,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91F0,0,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,91F0,0,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,N2KHAB,0.077454,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,N2KHAB,0.131164,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,N2KHAB,1.560705,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1130,0.012854,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1130,0.250505,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1130,2.980729,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1140,0.000840,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1140,0.044773,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1140,0.532748,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1310,0.000301,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1310,0.551078,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1310,6.557228,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1320,0.000012,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1320,0.641183,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1320,7.629369,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1330,0.001116,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1330,0.531870,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,1330,6.328670,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2110,0.000028,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2110,0.114565,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2110,1.363200,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2120,0.000211,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2120,0.068245,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2120,0.812043,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2130,0.000610,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2130,0.102972,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2130,1.225255,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2160,0.000189,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2160,0.031616,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2160,0.376195,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2170,0.000000,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2170,0.000757,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2170,0.009004,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2180,0.000286,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2180,0.102476,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2180,1.219356,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2190,0.000223,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2190,0.267135,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2190,3.178616,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2310,0.001904,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2310,0.089774,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2310,1.068217,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2330,0.001130,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2330,0.116304,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2330,1.383889,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3130,0.007044,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3130,0.605094,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3130,7.199956,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3140,0.004939,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3140,0.751427,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3140,8.941161,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3150,0.002481,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3150,0.553617,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3150,6.587433,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3160,0.000986,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3160,0.521437,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3160,6.204528,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3260,0.000957,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3260,0.372696,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3260,4.434669,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3270,0.000073,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3270,0.361729,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,3270,4.304174,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4010,0.002598,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4010,0.162995,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4010,1.939466,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4030,0.002661,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4030,0.068254,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,4030,0.812142,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6120,0.000003,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6120,0.267238,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6120,3.179835,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6210,0.000001,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6210,0.038655,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6210,0.459948,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6230,0.001021,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6230,0.157125,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6230,1.869619,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6410,0.000207,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6410,0.357386,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6410,4.252500,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6430,0.000612,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6430,0.512472,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6430,6.097852,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6510,0.004927,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6510,0.308479,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,6510,3.670557,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7110, 0.000011,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7110, 0.898573,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7110,10.692028,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7140,0.000607,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7140,0.244312,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7140,2.907050,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7150,0.000054,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7150,0.209409,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7150,2.491741,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7210,0.000009,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7210,0.467315,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7210,5.560538,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7230,0.000004,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7230,0.049094,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,7230,0.584163,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9110,0.000069,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9110,0.021475,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9110,0.255532,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9120,0.010424,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9120,0.065157,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9120,0.775303,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9130,0.001306,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9130,0.043148,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9130,0.513409,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9150,0.000002,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9150,0.152110,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9150,1.809942,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9160,0.002385,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9160,0.075062,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9160,0.893160,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9190,0.002135,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9190,0.057791,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,9190,0.687655,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91E0,0.012230,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91E0,0.127696,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91E0,1.519440,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2150,0,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2150,0,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,2150,0,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,5130,0,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,5130,0,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,5130,0,sel
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91F0,0,in
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91F0,0,of
nijlgans,"Alopochen aegyptiacus Linnaeus, 1766",Aae,91F0,0,sel
rimpelroos,Rosa rugosa Thunb.,Rr,N2KHAB,0.121065,in
rimpelroos,Rosa rugosa Thunb.,Rr,N2KHAB,0.018464,of
rimpelroos,Rosa rugosa Thunb.,Rr,N2KHAB,2.937367,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2110, 0.001457,in
rimpelroos,Rosa rugosa Thunb.,Rr,2110, 0.443721,of
rimpelroos,Rosa rugosa Thunb.,Rr,2110,70.591531,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2120,  0.026076,in
rimpelroos,Rosa rugosa Thunb.,Rr,2120,  0.630380,of
rimpelroos,Rosa rugosa Thunb.,Rr,2120,100.287156,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2130, 0.026442,in
rimpelroos,Rosa rugosa Thunb.,Rr,2130, 0.333843,of
rimpelroos,Rosa rugosa Thunb.,Rr,2130,53.111029,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2160, 0.034150,in
rimpelroos,Rosa rugosa Thunb.,Rr,2160, 0.427477,of
rimpelroos,Rosa rugosa Thunb.,Rr,2160,68.007341,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2170, 0.001903,in
rimpelroos,Rosa rugosa Thunb.,Rr,2170, 0.356544,of
rimpelroos,Rosa rugosa Thunb.,Rr,2170,56.722562,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2180, 0.007182,in
rimpelroos,Rosa rugosa Thunb.,Rr,2180, 0.192765,of
rimpelroos,Rosa rugosa Thunb.,Rr,2180,30.666918,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2190, 0.003045,in
rimpelroos,Rosa rugosa Thunb.,Rr,2190, 0.273384,of
rimpelroos,Rosa rugosa Thunb.,Rr,2190,43.492623,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2310,0.000495,in
rimpelroos,Rosa rugosa Thunb.,Rr,2310,0.001745,of
rimpelroos,Rosa rugosa Thunb.,Rr,2310,0.277574,sel
rimpelroos,Rosa rugosa Thunb.,Rr,2330,0.001093,in
rimpelroos,Rosa rugosa Thunb.,Rr,2330,0.008413,of
rimpelroos,Rosa rugosa Thunb.,Rr,2330,1.338377,sel
rimpelroos,Rosa rugosa Thunb.,Rr,4010,0.000175,in
rimpelroos,Rosa rugosa Thunb.,Rr,4010,0.000820,of
rimpelroos,Rosa rugosa Thunb.,Rr,4010,0.130435,sel
rimpelroos,Rosa rugosa Thunb.,Rr,4030,0.000872,in
rimpelroos,Rosa rugosa Thunb.,Rr,4030,0.001672,of
rimpelroos,Rosa rugosa Thunb.,Rr,4030,0.266042,sel
rimpelroos,Rosa rugosa Thunb.,Rr,6230,0.000380,in
rimpelroos,Rosa rugosa Thunb.,Rr,6230,0.004369,of
rimpelroos,Rosa rugosa Thunb.,Rr,6230,0.695053,sel
rimpelroos,Rosa rugosa Thunb.,Rr,6430,0.000488,in
rimpelroos,Rosa rugosa Thunb.,Rr,6430,0.030543,of
rimpelroos,Rosa rugosa Thunb.,Rr,6430,4.859024,sel
rimpelroos,Rosa rugosa Thunb.,Rr,6510,0.004920,in
rimpelroos,Rosa rugosa Thunb.,Rr,6510,0.023040,of
rimpelroos,Rosa rugosa Thunb.,Rr,6510,3.665446,sel
rimpelroos,Rosa rugosa Thunb.,Rr,7140,0.000024,in
rimpelroos,Rosa rugosa Thunb.,Rr,7140,0.000723,of
rimpelroos,Rosa rugosa Thunb.,Rr,7140,0.114979,sel
rimpelroos,Rosa rugosa Thunb.,Rr,9120,0.006291,in
rimpelroos,Rosa rugosa Thunb.,Rr,9120,0.002941,of
rimpelroos,Rosa rugosa Thunb.,Rr,9120,0.467905,sel
rimpelroos,Rosa rugosa Thunb.,Rr,9130,0.000759,in
rimpelroos,Rosa rugosa Thunb.,Rr,9130,0.001877,of
rimpelroos,Rosa rugosa Thunb.,Rr,9130,0.298570,sel
rimpelroos,Rosa rugosa Thunb.,Rr,9160,0.000914,in
rimpelroos,Rosa rugosa Thunb.,Rr,9160,0.002152,of
rimpelroos,Rosa rugosa Thunb.,Rr,9160,0.342370,sel
rimpelroos,Rosa rugosa Thunb.,Rr,9190,0.000594,in
rimpelroos,Rosa rugosa Thunb.,Rr,9190,0.001202,of
rimpelroos,Rosa rugosa Thunb.,Rr,9190,0.191216,sel
rimpelroos,Rosa rugosa Thunb.,Rr,91E0,0.003804,in
rimpelroos,Rosa rugosa Thunb.,Rr,91E0,0.002971,of
rimpelroos,Rosa rugosa Thunb.,Rr,91E0,0.472599,sel
rimpelroos,Rosa rugosa Thunb.,Rr,1130,0,in
rimpelroos,Rosa rugosa Thunb.,Rr,1130,0,of
rimpelroos,Rosa rugosa Thunb.,Rr,1130,0,sel
rimpelroos,Rosa rugosa Thunb.,Rr,1140,0,in
rimpelroos,Rosa rugosa Thunb.,Rr,1140,0,of
rimpelroos,Rosa rugosa Thunb.,Rr,1140,0,sel
rimpelroos,Rosa rugosa Thunb.,Rr,1310,0,in
rimpelroos,Rosa rugosa Thunb.,Rr,1310,0,of
rimpelroos,Rosa rugosa Thunb.,Rr,1310,0,sel
rimpelroos,Rosa rugosa Thunb.,Rr,1320,0,in
rimpelroos,Rosa rugosa Thunb.,Rr,1320,0,of
rimpelroos,Rosa rugosa Thunb.,Rr,1320,0,sel
rimpelroos,Rosa rugosa Thunb.,Rr,1330,0,in
rimpelroos,Rosa rugosa Thunb.,Rr,1330,0,of
