soort,species,abbr,gebied,overlap,type
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,PATDAT,0.301315,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,PATDAT,0.002403,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,PATDAT,4.547055,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,PATDAT,27,n_domeinen
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,BehOve,10,anb_rechten
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,Bosdec,8,anb_rechten
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,Eigend,7,anb_rechten
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,Huur,1,anb_rechten
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,ProLan,1,anb_rechten
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,AntKem, 0.123984,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,AntKem, 0.009555,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,AntKem,18.077414,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,DemZKe, 0.146509,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,DemZKe, 0.012592,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,DemZKe,23.822610,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,GroGor,0.008615,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,GroGor,0.001616,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,GroGor,3.057811,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,KusWes,0.009268,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,KusWes,0.000927,of
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,KusWes,1.754161,sel
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,LtHKem,0.000510,in
heilige ibis,"Threskiornis aethiopicus Latham, 1790",Ta,LtHKem,0.000021,of
