"soort";"buffer";"percentage";"aantal";"rang_percentage";"rang_aantal"
"Japans hoefblad";500;0,00468572984461118;35;43;38
"Leidse plant";50;6,65121902298685e-06;2;63;43
"Leidse plant";75;1,35653916253871e-05;2;63;44
"Leidse plant";100;2,25337226708163e-05;2;63;43
"Leidse plant";125;3,36900648248872e-05;2;63;45
"Leidse plant";150;4,6848239945593e-05;2;62;45
"Leidse plant";200;8,06738516386488e-05;3;61;52
"Leidse plant";300;0,000243658111185472;7;61;47
"Leidse plant";400;0,000523239192913752;7;60;49
"Leidse plant";500;0,000845446520158501;7;59;53
"gele maskerbloem";50;0,00027769409616038;33;33;25
"gele maskerbloem";75;0,00055330521254102;37;33;25
"gele maskerbloem";100;0,000906754127027485;40;33;24
"gele maskerbloem";125;0,00133176698700814;42;33;26
"gele maskerbloem";150;0,00182085412271647;46;34;25
"gele maskerbloem";200;0,00298293297885708;50;33;26
"gele maskerbloem";300;0,00597646175456113;68;33;26
"gele maskerbloem";400;0,0095292902591738;77;32;26
"gele maskerbloem";500;0,0137443848771155;103;30;25
"Mantsjoerese wilde rijst";50;9,79107697979939e-06;1;61;44
"Mantsjoerese wilde rijst";75;2,12158113399904e-05;1;60;45
"Mantsjoerese wilde rijst";100;3,7010927237689e-05;1;60;44
"Mantsjoerese wilde rijst";125;5,56333362657899e-05;1;60;46
"Mantsjoerese wilde rijst";150;7,66926650906052e-05;1;60;46
"Mantsjoerese wilde rijst";200;0,000129369943584289;1;60;54
"Mantsjoerese wilde rijst";300;0,0002586697077893;1;60;52
"Mantsjoerese wilde rijst";400;0,000379312102040418;1;61;53
"Mantsjoerese wilde rijst";500;0,000491667408069985;1;62;58
"mahonie";50;0,00425817760426378;232;8;10
"mahonie";75;0,00713565928572356;262;10;10
"mahonie";100;0,0103785413727149;292;10;10
"mahonie";125;0,0139012076516127;329;12;10
"mahonie";150;0,0177069042643811;362;13;9
"mahonie";200;0,0262203187417254;410;13;9
"mahonie";300;0,0468592308909074;515;10;9
"mahonie";400;0,0718070099953168;610;10;9
"mahonie";500;0,100103126609884;705;10;9
"boksdoorn";50;0,000650718357969225;29;24;28
"boksdoorn";75;0,00117312595635508;30;24;28
"boksdoorn";100;0,00177651352293766;32;24;28
"boksdoorn";125;0,00245216050610472;34;24;30
"boksdoorn";150;0,00316934061368155;36;24;29
"boksdoorn";200;0,00467837783316934;40;24;31
"boksdoorn";300;0,00762741727043399;44;27;33
"boksdoorn";400;0,0104918959052486;49;29;33
"boksdoorn";500;0,0132608980759007;57;31;33
"rimpelroos";50;0,00367425187360129;182;11;12
"rimpelroos";75;0,00671936935468158;212;11;11
"rimpelroos";100;0,0101578272956668;237;11;11
"rimpelroos";125;0,0139136725067048;264;11;11
"rimpelroos";150;0,0178938936962987;291;12;10
"rimpelroos";200;0,0263556008773189;339;12;11
"rimpelroos";300;0,0451658397256196;423;11;11
"rimpelroos";400;0,0661345214730467;529;11;11
"rimpelroos";500;0,0894679003468385;615;11;11
"smalle olijfwilg";50;0,000390525282057579;30;30;27
"smalle olijfwilg";75;0,000820352915742012;33;29;26
"smalle olijfwilg";100;0,00132821686019801;37;29;25
"smalle olijfwilg";125;0,00187841779478208;38;29;27
"smalle olijfwilg";150;0,00249529441777143;42;29;26
"smalle olijfwilg";200;0,00389232328003998;45;30;27
"smalle olijfwilg";300;0,00708584961343237;50;29;31
"smalle olijfwilg";400;0,0104289408798969;64;30;30
"smalle olijfwilg";500;0,0138922199907101;68;29;31
"sneeuwbes";50;0,00278668230893143;278;13;9
"sneeuwbes";75;0,0055989962419115;300;13;9
"sneeuwbes";100;0,00915852257598705;321;13;9
"sneeuwbes";125;0,0133145958566267;342;13;9
"sneeuwbes";150;0,0179470797384608;362;11;9
"sneeuwbes";200;0,0282627045372507;408;9;10
"sneeuwbes";300;0,0518704603147254;506;9;10
"sneeuwbes";400;0,0795478475649897;588;9;10
"sneeuwbes";500;0,110109558012204;661;9;10
"vijfbladige wingerd";50;0,000168882285903385;24;39;31
"vijfbladige wingerd";75;0,000356396108259717;28;39;30
"vijfbladige wingerd";100;0,000588554197312257;31;39;29
"vijfbladige wingerd";125;0,000846914536214544;35;39;29
"vijfbladige wingerd";150;0,00113101239335782;36;40;29
"vijfbladige wingerd";200;0,00181786607568212;39;39;32
"vijfbladige wingerd";300;0,00372114584195548;48;39;32
"vijfbladige wingerd";400;0,00634656946241913;64;36;30
"vijfbladige wingerd";500;0,00962332592477728;82;36;28
"valse wingerd";50;0,000247648731395654;50;35;23
"valse wingerd";75;0,000515121769251408;58;34;21
"valse wingerd";100;0,000867168652543025;62;34;21
"valse wingerd";125;0,00129851632694267;69;34;23
"valse wingerd";150;0,00182760542445134;80;33;21
"valse wingerd";200;0,00312955624896385;89;32;22
"valse wingerd";300;0,00654124076696925;107;32;23
"valse wingerd";400;0,0106731298734225;126;28;23
"valse wingerd";500;0,0153662607143625;153;26;23
"sikahert";50;0,000220678503128061;3;37;42
"sikahert";75;0,000436388768305268;4;36;42
"sikahert";100;0,000688547614848393;4;37;41
"sikahert";125;0,000937477659463644;4;37;44
"sikahert";150;0,00117780357634917;4;38;44
"sikahert";200;0,00168490546235666;4;40;51
"sikahert";300;0,00264631225392591;8;41;46
"sikahert";400;0,00356413440073082;9;42;47
"sikahert";500;0,00452560174514301;12;45;49
"Chinese moerasslak";50;1,34128021530652e-05;2;58;43
"Chinese moerasslak";75;3,38514537774356e-05;2;57;44
"Chinese moerasslak";100;6,31255486910002e-05;2;57;43
"Chinese moerasslak";125;9,99554411184764e-05;2;57;45
"Chinese moerasslak";150;0,000141606296689101;2;58;45
"Chinese moerasslak";200;0,000235250160574693;2;59;53
"Chinese moerasslak";300;0,000420673301085569;3;59;50
"Chinese moerasslak";400;0,000664369124474344;3;58;51
"Chinese moerasslak";500;0,000928025263085573;3;58;56
"Chinese prachtslang";50;0;0;65;45
"Chinese prachtslang";75;0;0;67;46
"Chinese prachtslang";100;0;0;67;45
"Chinese prachtslang";125;0;0;69;47
"Chinese prachtslang";150;0;0;69;47
"Chinese prachtslang";200;0;0;71;55
"Chinese prachtslang";300;0;0;72;53
"Chinese prachtslang";400;0;0;72;54
"Chinese prachtslang";500;5,8864606136088e-06;2;73;57
"Turkse rivierkreeft";50;3,74197335277334e-05;3;50;42
"Turkse rivierkreeft";75;8,07453325374979e-05;4;50;42
"Turkse rivierkreeft";100;0,000134803841399346;4;50;41
"Turkse rivierkreeft";125;0,00019410163921534;4;50;44
"Turkse rivierkreeft";150;0,000260446161155944;4;50;44
"Turkse rivierkreeft";200;0,000413470440772511;4;51;51
"Turkse rivierkreeft";300;0,000822745423546122;4;52;49
"Turkse rivierkreeft";400;0,001313687745958;4;51;50
"Turkse rivierkreeft";500;0,00181337068077649;4;52;55
"Amerikaanse vogelkers";50;0,0323596080287661;942;3;1
"Amerikaanse vogelkers";75;0,0633749899842546;1006;3;2
"Amerikaanse vogelkers";100;0,0996943445843723;1067;3;2
"Amerikaanse vogelkers";125;0,13890382534142;1130;3;2
"Amerikaanse vogelkers";150;0,179387984449345;1183;2;2
"Amerikaanse vogelkers";200;0,260304914326889;1278;1;2
"Amerikaanse vogelkers";300;0,407225524625171;1462;1;2
"Amerikaanse vogelkers";400;0,524112588710335;1621;1;2
"Amerikaanse vogelkers";500;0,616316222311456;1733;1;2
"zwartbekgrondel";50;8,66633774366893e-05;17;43;35
"zwartbekgrondel";75;0,000195242667135722;24;43;33
"zwartbekgrondel";100;0,000349291913005406;25;43;32
"zwartbekgrondel";125;0,000532958131625061;29;41;33
"zwartbekgrondel";150;0,000746269130381936;33;41;30
"zwartbekgrondel";200;0,00125987277894069;41;41;30
"zwartbekgrondel";300;0,00264795673840143;53;40;28
"zwartbekgrondel";400;0,00438002679738399;69;40;28
"zwartbekgrondel";500;0,00605244933469733;83;41;27
"Kesslergrondel";50;1,07138799936743e-05;2;60;43
"Kesslergrondel";75;1,75908279580354e-05;3;62;43
"Kesslergrondel";100;2,49814221523952e-05;3;62;42
"Kesslergrondel";125;3,44473617257456e-05;4;62;44
"Kesslergrondel";150;4,73655065579385e-05;4;61;44
"Kesslergrondel";200;8,02136966989485e-05;6;62;49
"Kesslergrondel";300;0,00018633712692743;6;62;48
"Kesslergrondel";400;0,000338991302611027;7;62;49
"Kesslergrondel";500;0,000520062287914847;9;61;51
"Pontische stroomgrondel";50;0;0;65;45
"Pontische stroomgrondel";75;0;0;67;46
"Pontische stroomgrondel";100;0;0;67;45
"Pontische stroomgrondel";125;1,46643350835284e-06;1;67;46
"Pontische stroomgrondel";150;5,77653339418948e-06;1;67;46
"Pontische stroomgrondel";200;1,73158196653787e-05;1;67;54
"Pontische stroomgrondel";300;2,53173501497592e-05;1;68;52
"Pontische stroomgrondel";400;2,53173501497592e-05;1;70;53
"Pontische stroomgrondel";500;2,53173501497592e-05;1;71;58
"marmergrondel";50;5,81922523223923e-05;4;48;41
"marmergrondel";75;0,000120369252452111;4;49;42
"marmergrondel";100;0,000198562584925565;4;49;41
"marmergrondel";125;0,00027980336567898;7;49;42
"marmergrondel";150;0,000360652568239754;10;49;40
"marmergrondel";200;0,000549383033264289;16;49;42
"marmergrondel";300;0,00107272100470282;17;49;41
"marmergrondel";400;0,00173452394966674;22;49;41
"marmergrondel";500;0,0025440378251153;26;49;42
"late guldenroede";50;0,00399122132344838;325;10;7
"late guldenroede";75;0,00840995797534585;368;8;7
"late guldenroede";100;0,0141558388066006;420;7;7
"late guldenroede";125;0,0210947741617741;463;7;7
"late guldenroede";150;0,0290474328060979;495;7;7
"late guldenroede";200;0,0474884045238076;556;7;7
"late guldenroede";300;0,091973468496775;687;7;7
"late guldenroede";400;0,142324105087469;824;7;7
"late guldenroede";500;0,195873012089247;965;6;7
"Canadese guldenroede";50;0,000797899842613688;91;20;16
"Canadese guldenroede";75;0,00175442094076543;108;18;14
"Canadese guldenroede";100;0,00302000602792853;120;17;15
"Canadese guldenroede";125;0,00455497515397279;129;17;15
"Canadese guldenroede";150;0,00633044118112542;138;17;14
"Canadese guldenroede";200;0,0106904682740495;164;16;15
"Canadese guldenroede";300;0,0218833738049432;195;15;16
"Canadese guldenroede";400;0,0352905685691693;242;15;14
"Canadese guldenroede";500;0,0503754195570055;287;15;14
"Amerikaanse hondsvis";50;0,000137898079138763;18;41;34
"Amerikaanse hondsvis";75;0,000304228800139242;20;41;34
"Amerikaanse hondsvis";100;0,000528048829844811;21;40;33
"Amerikaanse hondsvis";125;0,0008101252019848;21;40;35
"Amerikaanse hondsvis";150;0,00114639790067396;22;39;34
"Amerikaanse hondsvis";200;0,00192205233961965;22;38;38
"Amerikaanse hondsvis";300;0,00392201124242523;30;37;37
"Amerikaanse hondsvis";400;0,00631469827008901;32;37;36
"Amerikaanse hondsvis";500;0,0090034677967224;36;37;37
