"","species","N_occ","N_occ_in_N2000","share_in_N2000","share_in_HRL","share_in_VRL","%_in_N2000","%_in_HRL","%_in_VRL","share_of_N2000","share_of_HRL","share_of_VRL","‰_of_N2000","‰_of_HRL","‰_of_VRL"
"1","Afrikaanse klauwkikker",2,0,0,0,0,0,0,0,0,0,0,0,0,0
