acceptedTaxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate,geometry,scenario
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.010121675460320879,"c(-73.620809, 4.126079)",2071-2100_Beck
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.030365026380962636,"c(-81.352558, 27.179206)",2071-2100_Beck
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.010121675460320879,"c(-73.620809, 4.126079)",2001-2025-A1FI
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.010121675460320879,"c(-73.620809, 4.126079)",2026-2050-A1FI
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.010121675460320879,"c(-73.620809, 4.126079)",2051-2075-A1FI
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.030365026380962636,"c(-81.352558, 27.179206)",2051-2075-A1FI
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.030365026380962636,"c(-81.352558, 27.179206)",2076-2100-A1FI
1315391,Wasmannia auropunctata,Csa,Hot-summer Mediterranean climate,39,9287,0.004199418542048024,"c(35.051534, 31.746016)",2076-2100-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27931,60409,0.4623648794053866,"c(129.883, 32.75)",2071-2100_Beck
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60409,0.03787515105365095,"c(174.9, -36.96)",2071-2100_Beck
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60409,0.03787515105365095,"c(174.9, -36.96)",2001-2025-A1FI
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60409,0.03787515105365095,"c(174.9, -36.96)",2026-2050-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27931,60409,0.4623648794053866,"c(129.883, 32.75)",2051-2075-A1FI
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60409,0.03787515105365095,"c(174.9, -36.96)",2051-2075-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27931,60409,0.4623648794053866,"c(129.883, 32.75)",2076-2100-A1FI
1651430,Aedes albopictus,Csa,Hot-summer Mediterranean climate,4307,60409,0.0712973232465361,"c(9.11, 39.22)",2076-2100-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.006045137023105857,"c(117.925, 26.4837)",2071-2100_Beck
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.9805212251477701,"c(0.12864, 48.6236)",2071-2100_Beck
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.9805212251477701,"c(0.12864, 48.6236)",2001-2025-A1FI
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.9805212251477701,"c(0.12864, 48.6236)",2026-2050-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.006045137023105857,"c(117.925, 26.4837)",2051-2075-A1FI
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.9805212251477701,"c(0.12864, 48.6236)",2051-2075-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.006045137023105857,"c(117.925, 26.4837)",2076-2100-A1FI
2225776,Eriocheir sinensis,Csa,Hot-summer Mediterranean climate,5,14888,3.3584094572810315e-4,"c(-121.81, 38.05)",2076-2100-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,"c(5.62404, 49.72483)",2071-2100_Beck
2226990,Pacifastacus leniusculus,Cfa,Humid subtropical climate,306,71275,0.004293230445457734,"c(-97.12609, 31.559905)",2071-2100_Beck
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,"c(5.62404, 49.72483)",2001-2025-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,"c(5.62404, 49.72483)",2026-2050-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,"c(5.62404, 49.72483)",2051-2075-A1FI
2226990,Pacifastacus leniusculus,Cfa,Humid subtropical climate,306,71275,0.004293230445457734,"c(-97.12609, 31.559905)",2051-2075-A1FI
2226990,Pacifastacus leniusculus,Csa,Hot-summer Mediterranean climate,232,71275,0.003254998246229393,"c(-121.00204, 39.164141)",2076-2100-A1FI
2226990,Pacifastacus leniusculus,Cfa,Humid subtropical climate,306,71275,0.004293230445457734,"c(-97.12609, 31.559905)",2076-2100-A1FI
2227300,Procambarus clarkii,Cfb,Temperate oceanic climate,13650,26086,0.5232691865368397,"c(-155.566406, 19.601194)",2071-2100_Beck
2227300,Procambarus clarkii,Cfa,Humid subtropical climate,5376,26086,0.20608755654373995,"c(-96.6715, 28.7623)",2071-2100_Beck
2227300,Procambarus clarkii,Cfb,Temperate oceanic climate,13650,26086,0.5232691865368397,"c(-155.566406, 19.601194)",2001-2025-A1FI
2227300,Procambarus clarkii,Cfb,Temperate oceanic climate,13650,26086,0.5232691865368397,"c(-155.566406, 19.601194)",2026-2050-A1FI
2227300,Procambarus clarkii,Cfb,Temperate oceanic climate,13650,26086,0.5232691865368397,"c(-155.566406, 19.601194)",2051-2075-A1FI
2227300,Procambarus clarkii,Cfa,Humid subtropical climate,5376,26086,0.20608755654373995,"c(-96.6715, 28.7623)",2051-2075-A1FI
2227300,Procambarus clarkii,Cfa,Humid subtropical climate,5376,26086,0.20608755654373995,"c(-96.6715, 28.7623)",2076-2100-A1FI
2227300,Procambarus clarkii,Csa,Hot-summer Mediterranean climate,2239,26086,0.08583148048761788,"c(-116.92224, 32.857272)",2076-2100-A1FI
2340977,Ameiurus melas,Cfa,Humid subtropical climate,4080,35732,0.11418336505093474,"c(-97.940764, 29.88321)",2071-2100_Beck
