"0","vla_1km <- st_read(""./data/spatial/grids/vla_1km.geojson"")"
"1","Reading layer `"
"1","vla_1km.geojson"
"1","' from data source "
"1","
"
"1","  "
"1","`"
"1","C:\Users\fleur_petersen\Documents\GitHub\prius-radius\data\spatial\grids\vla_1km.geojson"
"1","' "
"1","
"
"1","  "
"1","using driver `"
"1","GeoJSON"
"1","'"
"1","
"
"1","Simple feature collection with 14246 features and 12 fields"
"1","
"
"1","Geometry type: MULTIPOLYGON
"
"1","Dimension:     XY
"
"1","Bounding box:  "
"1","xmin: 2.541329 ymin: 50.68741 xmax: 5.911206 ymax: 51.50511"
"1","
"
"1","Geodetic CRS:  WGS 84
"
