acceptedTaxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate,geometry,scenario
1311477,Vespa velutina,Cfa,Humid subtropical climate,882,8759,0.10069642653270922,,2071-2100_Beck
1311477,Vespa velutina,Cfb,Temperate oceanic climate,6231,8759,0.7113825779198538,,2071-2100_Beck
1311477,Vespa velutina,Cfb,Temperate oceanic climate,6231,8759,0.7113825779198538,,2001-2025-A1FI
1311477,Vespa velutina,Cfb,Temperate oceanic climate,6231,8759,0.7113825779198538,,2026-2050-A1FI
1311477,Vespa velutina,Cfa,Humid subtropical climate,882,8759,0.10069642653270922,,2051-2075-A1FI
1311477,Vespa velutina,Cfb,Temperate oceanic climate,6231,8759,0.7113825779198538,,2051-2075-A1FI
1311477,Vespa velutina,Cfa,Humid subtropical climate,882,8759,0.10069642653270922,,2076-2100-A1FI
1311477,Vespa velutina,Csa,Hot-summer Mediterranean climate,522,8759,0.05959584427446055,,2076-2100-A1FI
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.01012167546032087,,2071-2100_Beck
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.03036502638096263,,2071-2100_Beck
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.01012167546032087,,2001-2025-A1FI
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.01012167546032087,,2026-2050-A1FI
1315391,Wasmannia auropunctata,Cfb,Temperate oceanic climate,94,9287,0.01012167546032087,,2051-2075-A1FI
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.03036502638096263,,2051-2075-A1FI
1315391,Wasmannia auropunctata,Cfa,Humid subtropical climate,282,9287,0.03036502638096263,,2076-2100-A1FI
1315391,Wasmannia auropunctata,Csa,Hot-summer Mediterranean climate,39,9287,0.00419941854204802,,2076-2100-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27922,60237,0.4635357006491027,,2071-2100_Beck
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60237,0.03798329930109401,,2071-2100_Beck
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60237,0.03798329930109401,,2001-2025-A1FI
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60237,0.03798329930109401,,2026-2050-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27922,60237,0.4635357006491027,,2051-2075-A1FI
1651430,Aedes albopictus,Cfb,Temperate oceanic climate,2288,60237,0.03798329930109401,,2051-2075-A1FI
1651430,Aedes albopictus,Cfa,Humid subtropical climate,27922,60237,0.4635357006491027,,2076-2100-A1FI
1651430,Aedes albopictus,Csa,Hot-summer Mediterranean climate,4307,60237,0.07150090475953318,,2076-2100-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.00604513702310585,,2071-2100_Beck
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.98052122514777,,2071-2100_Beck
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.98052122514777,,2001-2025-A1FI
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.98052122514777,,2026-2050-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.00604513702310585,,2051-2075-A1FI
2225776,Eriocheir sinensis,Cfb,Temperate oceanic climate,14598,14888,0.98052122514777,,2051-2075-A1FI
2225776,Eriocheir sinensis,Cfa,Humid subtropical climate,90,14888,0.00604513702310585,,2076-2100-A1FI
2225776,Eriocheir sinensis,Csa,Hot-summer Mediterranean climate,5,14888,3.3584094572810315e-4,,2076-2100-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,,2071-2100_Beck
2226990,Pacifastacus leniusculus,Cfa,Humid subtropical climate,306,71275,0.00429323044545773,,2071-2100_Beck
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,,2001-2025-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,,2026-2050-A1FI
2226990,Pacifastacus leniusculus,Cfb,Temperate oceanic climate,68041,71275,0.9546264468607506,,2051-2075-A1FI
2226990,Pacifastacus leniusculus,Cfa,Humid subtropical climate,306,71275,0.00429323044545773,,2051-2075-A1FI
